,geo_id,county_name,military_count,total_military_area_m,pct_military
148,18093,Lawrence County,1,605559.8883275382,0.0005173558300456603
149,18097,Marion County,1,189429.33629073808,0.00018148262277213682
150,18101,Martin County,1,237761696.0455386,0.2696784138905914
151,18103,Miami County,1,10465016.754483791,0.010706648765029513
152,18139,Rush County,1,1568419.3770945321,0.0014825674195530962
153,18145,Shelby County,1,186861.4873259017,0.00017479469085436586
154,18167,Vigo County,1,392580.7757822217,0.00036929260001635335
155,19015,Boone County,1,33257632.425196998,0.022385214097132778
156,19049,Dallas County,1,13835022.496387415,0.009029210133666941
157,19057,Des Moines County,1,86918055.80918106,0.07808568953658283
158,19111,Lee County,1,169322.03197682492,0.00012131558562010947
159,19153,Polk County,2,87527372.29465337,0.0570960824137278
160,19193,Woodbury County,1,372187.729501436,0.00016370084433708253
161,20027,Clay County,1,64092.05848111935,3.774526717553647e-05
162,20061,Geary County,1,81882627.3597974,0.07813965116159237
163,20103,Leavenworth County,1,23078822.9822058,0.019001844528174234
164,20113,McPherson County,1,2153863.4098128704,0.0009233939871506182
165,20161,Riley County,1,329723189.5043201,0.20465680368103892
166,20169,Saline County,2,135489747.41957298,0.07252498857513902
167,20173,Sedgwick County,1,56170409.6229105,0.021491497788095597
168,20177,Shawnee County,2,1057495.054438305,0.0007347115317414487
169,21029,Bullitt County,1,144166540.61818078,0.18537989864871704
170,21047,Christian County,1,55491533.06394465,0.029591354706155377
171,21073,Franklin County,1,1440309.1932560825,0.002623043210972662
172,21093,Hardin County,1,238168325.82936284,0.14593508605626238
173,21111,Jefferson County,1,329626.16953599534,0.00032009333826187036
174,21151,Madison County,1,58993620.983328246,0.05138683309306451
175,21163,Meade County,1,59135322.48715851,0.07038203323745419
176,21177,Muhlenberg County,1,45495589.18952912,0.03664152794257158
177,21221,Trigg County,1,94850939.40207691,0.0760851319728726
178,22015,Bossier Parish,2,97450813.03720087,0.0434021735131644
179,22033,East Baton Rouge Parish,1,246503.24232928763,0.00020235227178611853
180,22043,Grant Parish,1,7908075.150431177,0.004592767403375173
181,22047,Iberville Parish,1,1440031.597429398,0.0008515174962783787
182,22069,Natchitoches Parish,1,73536237.38533434,0.021847901975142463
183,22071,Orleans Parish,2,533748.7001892248,0.0005890580465728947
184,22075,Plaquemines Parish,1,13550945.786408465,0.0020380061446831433
185,22079,Rapides Parish,4,56242831.087956175,0.015949430964308852
186,22085,Sabine Parish,1,42581038.81763798,0.016253164552559013
187,22087,St. Bernard Parish,1,126389.01457298161,2.2642450326974913e-05
188,22103,St. Tammany Parish,2,6214408.830867183,0.0021899870894421906
189,22105,Tangipahoa Parish,1,604781.8112456531,0.0002766847881989795
190,22115,Vernon Parish,1,856318691.6249775,0.246683406340876
191,22119,Webster Parish,1,52083527.269945815,0.03270273135801155
192,23001,Androscoggin County,1,713559.6838581417,0.000554205129674163
193,23003,Aroostook County,1,58015.69674555948,3.2808290044075725e-06
194,23007,Franklin County,1,50369227.76993835,0.011152240711208999
195,23017,Oxford County,1,843407.7164345379,0.0001496682856004366
196,23019,Penobscot County,2,1929875.646445869,0.00020948028464042804
197,23031,York County,2,2820452.064074415,0.0008576610928074303
198,24001,Allegany County,1,21189.312742403738,1.912046286894927e-05
199,24003,Anne Arundel County,5,27795279.062810004,0.018257558553401363
200,24005,Baltimore County,4,27179210.555422895,0.015392895211986519
201,24009,Calvert County,2,1860248.076725306,0.0020814213313891782
202,24017,Charles County,7,18164219.36233537,0.010908151755684724
203,24021,Frederick County,1,4936279.4043595735,0.002855592530454014
204,24025,Harford County,2,269303768.2742436,0.19743126665707586
205,24031,Montgomery County,5,2669285.977284096,0.002033177274093287
206,24033,Prince George's County,3,18430082.21332415,0.014264956596159914
207,24037,St. Mary's County,2,30823586.59972624,0.01557216613233617
208,24041,Talbot County,1,10538.618344890354,8.533811332022556e-06
209,25001,Barnstable County,3,98034070.1566804,0.028992720566338885
210,25009,Essex County,1,1403356.474199045,0.0006540077444561334
211,25013,Hampden County,2,10108791.709786491,0.006154692884614058
212,25017,Middlesex County,5,5624848.345017626,0.002564228537491769
213,25027,Worcester County,2,20065110.54072994,0.004905910744843124
214,26007,Alpena County,1,2193488.8920916594,0.0004996746407902254
215,26025,Calhoun County,2,8670528.981998352,0.004660423927870989
216,26037,Clinton County,1,1312.2488213219535,8.818191296917974e-07
217,26039,Crawford County,2,399591403.5379856,0.2738811366439866
218,26065,Ingham County,1,233853.96672006734,0.00016102956242518233
219,26077,Kalamazoo County,1,22982359.811543062,0.01529126475711763
220,26079,Kalkaska County,1,172068247.64192253,0.11643940171349211
221,26099,Macomb County,2,13249135.576412575,0.008960117416744125
222,26113,Missaukee County,1,12745.479319492439,8.574831450921526e-06
223,26137,Otsego County,1,23476586.028815124,0.017225325601760363
224,26143,Roscommon County,1,2715.396531083933,1.8075536292045075e-06
225,27035,Crow Wing County,1,233074.7637107396,7.780303918905281e-05
226,27037,Dakota County,1,48572.568681496516,3.1955384175100255e-05
227,27053,Hennepin County,1,1124651.9857623216,0.0007156672850781445
228,27097,Morrison County,1,213271425.7909156,0.07139374557892915
229,27109,Olmsted County,1,46155.25559673462,2.7217282328790955e-05
230,27123,Ramsey County,2,6746543.446827255,0.015321471074639608
231,27137,St. Louis County,2,891139.9349703279,5.015215913389649e-05
232,27141,Sherburne County,1,216884.17853299197,0.00018562722978737473
233,27145,Stearns County,1,26227.846685201574,7.285873426183675e-06
234,28035,Forrest County,1,73190249.92654477,0.0600946714948721
235,28039,George County,1,5548836.4377726475,0.004429660243869082
236,28041,Greene County,1,3038.8187184624157,1.6325318927867584e-06
237,28043,Grenada County,1,52452765.59385078,0.04506441964668422
238,28045,Hancock County,1,56388310.30036576,0.03938676400160001
239,28047,Harrison County,5,21013563.874489143,0.008239543296259179
240,28069,Kemper County,3,7850518.045600675,0.003951764327330103
