geo_id,location_factor,est_capex_per_kw,est_total_capex
48243,0.95,8489.199999999999,4074815999.9999995
51678,1.0,8936.0,4289280000.0
27163,1.05,9382.800000000001,4503744000.000001
42051,1.085,9695.56,4653868800.0
54023,1.01,9025.36,4332172800.0
51171,1.0,8936.0,4289280000.0
48235,0.95,8489.199999999999,4074815999.9999995
54101,1.01,9025.36,4332172800.0
27033,1.05,9382.800000000001,4503744000.000001
16033,1.02,9114.72,4375065600.0
19109,1.005,8980.679999999998,4310726399.999999
31103,0.99,8846.64,4246387199.9999995
19187,1.005,8980.679999999998,4310726399.999999
47159,1.02,9114.72,4375065600.0
51089,1.0,8936.0,4289280000.0
51510,1.0,8936.0,4289280000.0
19101,1.005,8980.679999999998,4310726399.999999
40003,0.97,8667.92,4160601600.0
48119,0.95,8489.199999999999,4074815999.9999995
47169,1.02,9114.72,4375065600.0
21193,1.01,9025.36,4332172800.0
48507,0.95,8489.199999999999,4074815999.9999995
31007,0.99,8846.64,4246387199.9999995
19121,1.005,8980.679999999998,4310726399.999999
12011,0.975,8712.6,4182048000.0
13279,1.02,9114.72,4375065600.0
26151,1.035,9248.759999999998,4439404799.999999
26163,1.035,9248.759999999998,4439404799.999999
18043,1.01,9025.36,4332172800.0
20129,0.99,8846.64,4246387199.9999995
21081,1.01,9025.36,4332172800.0
21217,1.01,9025.36,4332172800.0
13115,1.02,9114.72,4375065600.0
24011,1.02,9114.72,4375065600.0
30043,0.99,8846.64,4246387199.9999995
51059,1.0,8936.0,4289280000.0
54045,1.01,9025.36,4332172800.0
54073,1.01,9025.36,4332172800.0
51071,1.0,8936.0,4289280000.0
35015,1.03,9204.08,4417958400.0
31117,0.99,8846.64,4246387199.9999995
31145,0.99,8846.64,4246387199.9999995
30051,0.99,8846.64,4246387199.9999995
48131,0.95,8489.199999999999,4074815999.9999995
29173,1.065,9516.84,4568083200.0
48251,0.95,8489.199999999999,4074815999.9999995
13061,1.02,9114.72,4375065600.0
41023,1.09,9740.240000000002,4675315200.000001
48159,0.95,8489.199999999999,4074815999.9999995
40005,0.97,8667.92,4160601600.0
17129,1.18,10544.48,5061350400.0
13015,1.02,9114.72,4375065600.0
40111,0.97,8667.92,4160601600.0
18049,1.01,9025.36,4332172800.0
20091,0.99,8846.64,4246387199.9999995
24009,1.02,9114.72,4375065600.0
27169,1.05,9382.800000000001,4503744000.000001
29003,1.065,9516.84,4568083200.0
29139,1.065,9516.84,4568083200.0
37083,0.99,8846.64,4246387199.9999995
35043,1.03,9204.08,4417958400.0
21051,1.01,9025.36,4332172800.0
42035,1.085,9695.56,4653868800.0
13235,1.02,9114.72,4375065600.0
37167,0.99,8846.64,4246387199.9999995
47143,1.02,9114.72,4375065600.0
37079,0.99,8846.64,4246387199.9999995
17123,1.18,10544.48,5061350400.0
48095,0.95,8489.199999999999,4074815999.9999995
48081,0.95,8489.199999999999,4074815999.9999995
47133,1.02,9114.72,4375065600.0
26063,1.035,9248.759999999998,4439404799.999999
26069,1.035,9248.759999999998,4439404799.999999
13069,1.02,9114.72,4375065600.0
38037,1.01,9025.36,4332172800.0
22103,1.02,9114.72,4375065600.0
45045,1.02,9114.72,4375065600.0
46085,0.99,8846.64,4246387199.9999995
55121,1.03,9204.08,4417958400.0
48431,0.95,8489.199999999999,4074815999.9999995
48495,0.95,8489.199999999999,4074815999.9999995
46071,0.99,8846.64,4246387199.9999995
49041,1.02,9114.72,4375065600.0
51036,1.0,8936.0,4289280000.0
20197,0.99,8846.64,4246387199.9999995
27055,1.05,9382.800000000001,4503744000.000001
21181,1.01,9025.36,4332172800.0
25023,1.15,10276.4,4932672000.0
36005,1.17,10455.119999999999,5018457599.999999
39103,0.99,8846.64,4246387199.9999995
42005,1.085,9695.56,4653868800.0
55071,1.03,9204.08,4417958400.0
55029,1.03,9204.08,4417958400.0
39053,0.99,8846.64,4246387199.9999995
48441,0.95,8489.199999999999,4074815999.9999995
26139,1.035,9248.759999999998,4439404799.999999
17031,1.18,10544.48,5061350400.0
45047,1.02,9114.72,4375065600.0
20059,0.99,8846.64,4246387199.9999995
27027,1.05,9382.800000000001,4503744000.000001
49003,1.02,9114.72,4375065600.0
54051,1.01,9025.36,4332172800.0
54035,1.01,9025.36,4332172800.0
24005,1.02,9114.72,4375065600.0
29163,1.065,9516.84,4568083200.0
39087,0.99,8846.64,4246387199.9999995
48143,0.95,8489.199999999999,4074815999.9999995
13137,1.02,9114.72,4375065600.0
13319,1.02,9114.72,4375065600.0
54061,1.01,9025.36,4332172800.0
39033,0.99,8846.64,4246387199.9999995
39059,0.99,8846.64,4246387199.9999995
26015,1.035,9248.759999999998,4439404799.999999
29209,1.065,9516.84,4568083200.0
51760,1.0,8936.0,4289280000.0
37169,0.99,8846.64,4246387199.9999995
19039,1.005,8980.679999999998,4310726399.999999
19065,1.005,8980.679999999998,4310726399.999999
48381,0.95,8489.199999999999,4074815999.9999995
48401,0.95,8489.199999999999,4074815999.9999995
19181,1.005,8980.679999999998,4310726399.999999
39161,0.99,8846.64,4246387199.9999995
13199,1.02,9114.72,4375065600.0
50023,1.08,9650.880000000001,4632422400.000001
46093,0.99,8846.64,4246387199.9999995
29229,1.065,9516.84,4568083200.0
30101,0.99,8846.64,4246387199.9999995
36107,1.17,10455.119999999999,5018457599.999999
48287,0.95,8489.199999999999,4074815999.9999995
13121,1.02,9114.72,4375065600.0
48073,0.95,8489.199999999999,4074815999.9999995
29007,1.065,9516.84,4568083200.0
20075,0.99,8846.64,4246387199.9999995
19151,1.005,8980.679999999998,4310726399.999999
16045,1.02,9114.72,4375065600.0
18111,1.01,9025.36,4332172800.0
13119,1.02,9114.72,4375065600.0
13265,1.02,9114.72,4375065600.0
30059,0.99,8846.64,4246387199.9999995
29087,1.065,9516.84,4568083200.0
48295,0.95,8489.199999999999,4074815999.9999995
49001,1.02,9114.72,4375065600.0
18075,1.01,9025.36,4332172800.0
26117,1.035,9248.759999999998,4439404799.999999
36083,1.17,10455.119999999999,5018457599.999999
35031,1.03,9204.08,4417958400.0
13017,1.02,9114.72,4375065600.0
20159,0.99,8846.64,4246387199.9999995
01015,0.99,8846.64,4246387199.9999995
21037,1.01,9025.36,4332172800.0
21057,1.01,9025.36,4332172800.0
48195,0.95,8489.199999999999,4074815999.9999995
13239,1.02,9114.72,4375065600.0
17039,1.18,10544.48,5061350400.0
27049,1.05,9382.800000000001,4503744000.000001
36059,1.17,10455.119999999999,5018457599.999999
38091,1.01,9025.36,4332172800.0
29071,1.065,9516.84,4568083200.0
54107,1.01,9025.36,4332172800.0
55097,1.03,9204.08,4417958400.0
45063,1.02,9114.72,4375065600.0
24003,1.02,9114.72,4375065600.0
55039,1.03,9204.08,4417958400.0
01073,0.99,8846.64,4246387199.9999995
01127,0.99,8846.64,4246387199.9999995
29063,1.065,9516.84,4568083200.0
13083,1.02,9114.72,4375065600.0
69110,,,
17125,1.18,10544.48,5061350400.0
51197,1.0,8936.0,4289280000.0
13303,1.02,9114.72,4375065600.0
05143,1.0,8936.0,4289280000.0
47153,1.02,9114.72,4375065600.0
48471,0.95,8489.199999999999,4074815999.9999995
39157,0.99,8846.64,4246387199.9999995
09110,1.1,9829.6,4718208000.0
09120,1.1,9829.6,4718208000.0
09130,1.1,9829.6,4718208000.0
09140,1.1,9829.6,4718208000.0
09150,1.1,9829.6,4718208000.0
09160,1.1,9829.6,4718208000.0
09170,1.1,9829.6,4718208000.0
09180,1.1,9829.6,4718208000.0
09190,1.1,9829.6,4718208000.0
48389,0.95,8489.199999999999,4074815999.9999995
51155,1.0,8936.0,4289280000.0
37179,0.99,8846.64,4246387199.9999995
38053,1.01,9025.36,4332172800.0
18085,1.01,9025.36,4332172800.0
34015,1.15,10276.4,4932672000.0
33011,1.04,9293.44,4460851200.0
30045,0.99,8846.64,4246387199.9999995
37121,0.99,8846.64,4246387199.9999995
41065,1.09,9740.240000000002,4675315200.000001
46105,0.99,8846.64,4246387199.9999995
19173,1.005,8980.679999999998,4310726399.999999
01129,0.99,8846.64,4246387199.9999995
39039,0.99,8846.64,4246387199.9999995
51051,1.0,8936.0,4289280000.0
51007,1.0,8936.0,4289280000.0
13243,1.02,9114.72,4375065600.0
35029,1.03,9204.08,4417958400.0
56045,0.99,8846.64,4246387199.9999995
17187,1.18,10544.48,5061350400.0
01089,0.99,8846.64,4246387199.9999995
47189,1.02,9114.72,4375065600.0
48063,0.95,8489.199999999999,4074815999.9999995
40067,0.97,8667.92,4160601600.0
54085,1.01,9025.36,4332172800.0
19145,1.005,8980.679999999998,4310726399.999999
20087,0.99,8846.64,4246387199.9999995
01049,0.99,8846.64,4246387199.9999995
36101,1.17,10455.119999999999,5018457599.999999
42053,1.085,9695.56,4653868800.0
26109,1.035,9248.759999999998,4439404799.999999
18073,1.01,9025.36,4332172800.0
13171,1.02,9114.72,4375065600.0
18151,1.01,9025.36,4332172800.0
39047,0.99,8846.64,4246387199.9999995
25015,1.15,10276.4,4932672000.0
21003,1.01,9025.36,4332172800.0
37001,0.99,8846.64,4246387199.9999995
20073,0.99,8846.64,4246387199.9999995
55089,1.03,9204.08,4417958400.0
45059,1.02,9114.72,4375065600.0
56011,0.99,8846.64,4246387199.9999995
55117,1.03,9204.08,4417958400.0
25013,1.15,10276.4,4932672000.0
48055,0.95,8489.199999999999,4074815999.9999995
20029,0.99,8846.64,4246387199.9999995
01037,0.99,8846.64,4246387199.9999995
55123,1.03,9204.08,4417958400.0
48223,0.95,8489.199999999999,4074815999.9999995
36001,1.17,10455.119999999999,5018457599.999999
48225,0.95,8489.199999999999,4074815999.9999995
39111,0.99,8846.64,4246387199.9999995
20165,0.99,8846.64,4246387199.9999995
18107,1.01,9025.36,4332172800.0
20187,0.99,8846.64,4246387199.9999995
21129,1.01,9025.36,4332172800.0
27071,1.05,9382.800000000001,4503744000.000001
48029,0.95,8489.199999999999,4074815999.9999995
40097,0.97,8667.92,4160601600.0
31131,0.99,8846.64,4246387199.9999995
27161,1.05,9382.800000000001,4503744000.000001
47177,1.02,9114.72,4375065600.0
17023,1.18,10544.48,5061350400.0
21201,1.01,9025.36,4332172800.0
05051,1.0,8936.0,4289280000.0
20139,0.99,8846.64,4246387199.9999995
39155,0.99,8846.64,4246387199.9999995
48333,0.95,8489.199999999999,4074815999.9999995
48359,0.95,8489.199999999999,4074815999.9999995
42019,1.085,9695.56,4653868800.0
20115,0.99,8846.64,4246387199.9999995
51029,1.0,8936.0,4289280000.0
36099,1.17,10455.119999999999,5018457599.999999
21125,1.01,9025.36,4332172800.0
13269,1.02,9114.72,4375065600.0
51830,1.0,8936.0,4289280000.0
48415,0.95,8489.199999999999,4074815999.9999995
37119,0.99,8846.64,4246387199.9999995
34013,1.15,10276.4,4932672000.0
29115,1.065,9516.84,4568083200.0
13209,1.02,9114.72,4375065600.0
41055,1.09,9740.240000000002,4675315200.000001
54053,1.01,9025.36,4332172800.0
54021,1.01,9025.36,4332172800.0
28063,0.97,8667.92,4160601600.0
30103,0.99,8846.64,4246387199.9999995
21049,1.01,9025.36,4332172800.0
26005,1.035,9248.759999999998,4439404799.999999
27015,1.05,9382.800000000001,4503744000.000001
47137,1.02,9114.72,4375065600.0
51109,1.0,8936.0,4289280000.0
18145,1.01,9025.36,4332172800.0
30091,0.99,8846.64,4246387199.9999995
31063,0.99,8846.64,4246387199.9999995
01007,0.99,8846.64,4246387199.9999995
28075,0.97,8667.92,4160601600.0
27013,1.05,9382.800000000001,4503744000.000001
51091,1.0,8936.0,4289280000.0
51177,1.0,8936.0,4289280000.0
33017,1.04,9293.44,4460851200.0
13153,1.02,9114.72,4375065600.0
26035,1.035,9248.759999999998,4439404799.999999
20157,0.99,8846.64,4246387199.9999995
40017,0.97,8667.92,4160601600.0
35019,1.03,9204.08,4417958400.0
21163,1.01,9025.36,4332172800.0
21179,1.01,9025.36,4332172800.0
21187,1.01,9025.36,4332172800.0
19041,1.005,8980.679999999998,4310726399.999999
30025,0.99,8846.64,4246387199.9999995
48109,0.95,8489.199999999999,4074815999.9999995
23005,1.02,9114.72,4375065600.0
48013,0.95,8489.199999999999,4074815999.9999995
20095,0.99,8846.64,4246387199.9999995
48375,0.95,8489.199999999999,4074815999.9999995
40133,0.97,8667.92,4160601600.0
45003,1.02,9114.72,4375065600.0
60020,,,
69120,,,
56037,0.99,8846.64,4246387199.9999995
48169,0.95,8489.199999999999,4074815999.9999995
42119,1.085,9695.56,4653868800.0
51041,1.0,8936.0,4289280000.0
19001,1.005,8980.679999999998,4310726399.999999
29089,1.065,9516.84,4568083200.0
55079,1.03,9204.08,4417958400.0
27139,1.05,9382.800000000001,4503744000.000001
39129,0.99,8846.64,4246387199.9999995
51145,1.0,8936.0,4289280000.0
08014,0.98,8757.28,4203494400.0000005
47099,1.02,9114.72,4375065600.0
21099,1.01,9025.36,4332172800.0
21137,1.01,9025.36,4332172800.0
30005,0.99,8846.64,4246387199.9999995
27133,1.05,9382.800000000001,4503744000.000001
42063,1.085,9695.56,4653868800.0
22061,1.02,9114.72,4375065600.0
42099,1.085,9695.56,4653868800.0
46137,0.99,8846.64,4246387199.9999995
48203,0.95,8489.199999999999,4074815999.9999995
29019,1.065,9516.84,4568083200.0
72097,,,
40015,0.97,8667.92,4160601600.0
08059,0.98,8757.28,4203494400.0000005
54011,1.01,9025.36,4332172800.0
48383,0.95,8489.199999999999,4074815999.9999995
05141,1.0,8936.0,4289280000.0
20035,0.99,8846.64,4246387199.9999995
05071,1.0,8936.0,4289280000.0
51045,1.0,8936.0,4289280000.0
48083,0.95,8489.199999999999,4074815999.9999995
04017,1.01,9025.36,4332172800.0
28085,0.97,8667.92,4160601600.0
48357,0.95,8489.199999999999,4074815999.9999995
48103,0.95,8489.199999999999,4074815999.9999995
56003,0.99,8846.64,4246387199.9999995
31061,0.99,8846.64,4246387199.9999995
20037,0.99,8846.64,4246387199.9999995
27023,1.05,9382.800000000001,4503744000.000001
46103,0.99,8846.64,4246387199.9999995
45049,1.02,9114.72,4375065600.0
16043,1.02,9114.72,4375065600.0
51053,1.0,8936.0,4289280000.0
12111,0.975,8712.6,4182048000.0
36055,1.17,10455.119999999999,5018457599.999999
46083,0.99,8846.64,4246387199.9999995
55017,1.03,9204.08,4417958400.0
55073,1.03,9204.08,4417958400.0
32007,1.1,9829.6,4718208000.0
54007,1.01,9025.36,4332172800.0
48079,0.95,8489.199999999999,4074815999.9999995
42013,1.085,9695.56,4653868800.0
29085,1.065,9516.84,4568083200.0
29009,1.065,9516.84,4568083200.0
27123,1.05,9382.800000000001,4503744000.000001
05081,1.0,8936.0,4289280000.0
28113,0.97,8667.92,4160601600.0
47031,1.02,9114.72,4375065600.0
48439,0.95,8489.199999999999,4074815999.9999995
24033,1.02,9114.72,4375065600.0
51169,1.0,8936.0,4289280000.0
13289,1.02,9114.72,4375065600.0
39099,0.99,8846.64,4246387199.9999995
01087,0.99,8846.64,4246387199.9999995
48437,0.95,8489.199999999999,4074815999.9999995
29151,1.065,9516.84,4568083200.0
17089,1.18,10544.48,5061350400.0
45055,1.02,9114.72,4375065600.0
08089,0.98,8757.28,4203494400.0000005
37183,0.99,8846.64,4246387199.9999995
39061,0.99,8846.64,4246387199.9999995
34003,1.15,10276.4,4932672000.0
55061,1.03,9204.08,4417958400.0
48369,0.95,8489.199999999999,4074815999.9999995
40151,0.97,8667.92,4160601600.0
21063,1.01,9025.36,4332172800.0
08103,0.98,8757.28,4203494400.0000005
08087,0.98,8757.28,4203494400.0000005
34023,1.15,10276.4,4932672000.0
20191,0.99,8846.64,4246387199.9999995
26127,1.035,9248.759999999998,4439404799.999999
27065,1.05,9382.800000000001,4503744000.000001
39007,0.99,8846.64,4246387199.9999995
01011,0.99,8846.64,4246387199.9999995
17105,1.18,10544.48,5061350400.0
39135,0.99,8846.64,4246387199.9999995
39079,0.99,8846.64,4246387199.9999995
25017,1.15,10276.4,4932672000.0
48115,0.95,8489.199999999999,4074815999.9999995
36069,1.17,10455.119999999999,5018457599.999999
01001,0.99,8846.64,4246387199.9999995
39049,0.99,8846.64,4246387199.9999995
49021,1.02,9114.72,4375065600.0
49039,1.02,9114.72,4375065600.0
20093,0.99,8846.64,4246387199.9999995
18105,1.01,9025.36,4332172800.0
19117,1.005,8980.679999999998,4310726399.999999
21239,1.01,9025.36,4332172800.0
17085,1.18,10544.48,5061350400.0
18059,1.01,9025.36,4332172800.0
48329,0.95,8489.199999999999,4074815999.9999995
20171,0.99,8846.64,4246387199.9999995
30013,0.99,8846.64,4246387199.9999995
51660,1.0,8936.0,4289280000.0
20189,0.99,8846.64,4246387199.9999995
31125,0.99,8846.64,4246387199.9999995
55078,1.03,9204.08,4417958400.0
48365,0.95,8489.199999999999,4074815999.9999995
21011,1.01,9025.36,4332172800.0
48001,0.95,8489.199999999999,4074815999.9999995
19167,1.005,8980.679999999998,4310726399.999999
42037,1.085,9695.56,4653868800.0
39023,0.99,8846.64,4246387199.9999995
48323,0.95,8489.199999999999,4074815999.9999995
34005,1.15,10276.4,4932672000.0
50021,1.08,9650.880000000001,4632422400.000001
13099,1.02,9114.72,4375065600.0
31149,0.99,8846.64,4246387199.9999995
26051,1.035,9248.759999999998,4439404799.999999
21173,1.01,9025.36,4332172800.0
45057,1.02,9114.72,4375065600.0
21123,1.01,9025.36,4332172800.0
19193,1.005,8980.679999999998,4310726399.999999
36037,1.17,10455.119999999999,5018457599.999999
18019,1.01,9025.36,4332172800.0
21021,1.01,9025.36,4332172800.0
21065,1.01,9025.36,4332172800.0
48087,0.95,8489.199999999999,4074815999.9999995
48089,0.95,8489.199999999999,4074815999.9999995
17063,1.18,10544.48,5061350400.0
27081,1.05,9382.800000000001,4503744000.000001
48497,0.95,8489.199999999999,4074815999.9999995
28117,0.97,8667.92,4160601600.0
21235,1.01,9025.36,4332172800.0
48491,0.95,8489.199999999999,4074815999.9999995
19131,1.005,8980.679999999998,4310726399.999999
13107,1.02,9114.72,4375065600.0
42025,1.085,9695.56,4653868800.0
31133,0.99,8846.64,4246387199.9999995
45083,1.02,9114.72,4375065600.0
47041,1.02,9114.72,4375065600.0
36029,1.17,10455.119999999999,5018457599.999999
24031,1.02,9114.72,4375065600.0
53021,1.08,9650.880000000001,4632422400.000001
19093,1.005,8980.679999999998,4310726399.999999
20173,0.99,8846.64,4246387199.9999995
48453,0.95,8489.199999999999,4074815999.9999995
34021,1.15,10276.4,4932672000.0
31023,0.99,8846.64,4246387199.9999995
42129,1.085,9695.56,4653868800.0
19029,1.005,8980.679999999998,4310726399.999999
39107,0.99,8846.64,4246387199.9999995
21073,1.01,9025.36,4332172800.0
23009,1.02,9114.72,4375065600.0
23013,1.02,9114.72,4375065600.0
13217,1.02,9114.72,4375065600.0
26061,1.035,9248.759999999998,4439404799.999999
30061,0.99,8846.64,4246387199.9999995
47051,1.02,9114.72,4375065600.0
22029,1.02,9114.72,4375065600.0
25009,1.15,10276.4,4932672000.0
46019,0.99,8846.64,4246387199.9999995
08035,0.98,8757.28,4203494400.0000005
18095,1.01,9025.36,4332172800.0
40099,0.97,8667.92,4160601600.0
54009,1.01,9025.36,4332172800.0
54013,1.01,9025.36,4332172800.0
51021,1.0,8936.0,4289280000.0
30111,0.99,8846.64,4246387199.9999995
54043,1.01,9025.36,4332172800.0
13131,1.02,9114.72,4375065600.0
18133,1.01,9025.36,4332172800.0
47015,1.02,9114.72,4375065600.0
23007,1.02,9114.72,4375065600.0
21165,1.01,9025.36,4332172800.0
26029,1.035,9248.759999999998,4439404799.999999
27151,1.05,9382.800000000001,4503744000.000001
39147,0.99,8846.64,4246387199.9999995
13267,1.02,9114.72,4375065600.0
48429,0.95,8489.199999999999,4074815999.9999995
13317,1.02,9114.72,4375065600.0
53043,1.08,9650.880000000001,4632422400.000001
39171,0.99,8846.64,4246387199.9999995
20207,0.99,8846.64,4246387199.9999995
13185,1.02,9114.72,4375065600.0
15007,,,
26099,1.035,9248.759999999998,4439404799.999999
13287,1.02,9114.72,4375065600.0
17079,1.18,10544.48,5061350400.0
48331,0.95,8489.199999999999,4074815999.9999995
51049,1.0,8936.0,4289280000.0
54109,1.01,9025.36,4332172800.0
48097,0.95,8489.199999999999,4074815999.9999995
55119,1.03,9204.08,4417958400.0
27099,1.05,9382.800000000001,4503744000.000001
27101,1.05,9382.800000000001,4503744000.000001
44007,1.09,9740.240000000002,4675315200.000001
29161,1.065,9516.84,4568083200.0
08095,0.98,8757.28,4203494400.0000005
05013,1.0,8936.0,4289280000.0
29141,1.065,9516.84,4568083200.0
39075,0.99,8846.64,4246387199.9999995
19143,1.005,8980.679999999998,4310726399.999999
18079,1.01,9025.36,4332172800.0
16083,1.02,9114.72,4375065600.0
26077,1.035,9248.759999999998,4439404799.999999
45061,1.02,9114.72,4375065600.0
56019,0.99,8846.64,4246387199.9999995
18027,1.01,9025.36,4332172800.0
26055,1.035,9248.759999999998,4439404799.999999
46065,0.99,8846.64,4246387199.9999995
47007,1.02,9114.72,4375065600.0
21219,1.01,9025.36,4332172800.0
29077,1.065,9516.84,4568083200.0
51013,1.0,8936.0,4289280000.0
51035,1.0,8936.0,4289280000.0
20013,0.99,8846.64,4246387199.9999995
13031,1.02,9114.72,4375065600.0
21071,1.01,9025.36,4332172800.0
13309,1.02,9114.72,4375065600.0
39031,0.99,8846.64,4246387199.9999995
31135,0.99,8846.64,4246387199.9999995
48205,0.95,8489.199999999999,4074815999.9999995
48249,0.95,8489.199999999999,4074815999.9999995
19189,1.005,8980.679999999998,4310726399.999999
01067,0.99,8846.64,4246387199.9999995
39175,0.99,8846.64,4246387199.9999995
38085,1.01,9025.36,4332172800.0
48127,0.95,8489.199999999999,4074815999.9999995
27045,1.05,9382.800000000001,4503744000.000001
45023,1.02,9114.72,4375065600.0
55093,1.03,9204.08,4417958400.0
13233,1.02,9114.72,4375065600.0
49051,1.02,9114.72,4375065600.0
37157,0.99,8846.64,4246387199.9999995
05011,1.0,8936.0,4289280000.0
48193,0.95,8489.199999999999,4074815999.9999995
21067,1.01,9025.36,4332172800.0
54001,1.01,9025.36,4332172800.0
47181,1.02,9114.72,4375065600.0
31013,0.99,8846.64,4246387199.9999995
42097,1.085,9695.56,4653868800.0
51530,1.0,8936.0,4289280000.0
26147,1.035,9248.759999999998,4439404799.999999
31173,0.99,8846.64,4246387199.9999995
51067,1.0,8936.0,4289280000.0
40011,0.97,8667.92,4160601600.0
19103,1.005,8980.679999999998,4310726399.999999
21089,1.01,9025.36,4332172800.0
20107,0.99,8846.64,4246387199.9999995
32011,1.1,9829.6,4718208000.0
31085,0.99,8846.64,4246387199.9999995
26135,1.035,9248.759999999998,4439404799.999999
35007,1.03,9204.08,4417958400.0
42009,1.085,9695.56,4653868800.0
20099,0.99,8846.64,4246387199.9999995
48059,0.95,8489.199999999999,4074815999.9999995
20067,0.99,8846.64,4246387199.9999995
51105,1.0,8936.0,4289280000.0
31123,0.99,8846.64,4246387199.9999995
30019,0.99,8846.64,4246387199.9999995
40119,0.97,8667.92,4160601600.0
01039,0.99,8846.64,4246387199.9999995
18093,1.01,9025.36,4332172800.0
20069,0.99,8846.64,4246387199.9999995
21045,1.01,9025.36,4332172800.0
21169,1.01,9025.36,4332172800.0
21207,1.01,9025.36,4332172800.0
23025,1.02,9114.72,4375065600.0
40025,0.97,8667.92,4160601600.0
19097,1.005,8980.679999999998,4310726399.999999
26097,1.035,9248.759999999998,4439404799.999999
48307,0.95,8489.199999999999,4074815999.9999995
28141,0.97,8667.92,4160601600.0
48105,0.95,8489.199999999999,4074815999.9999995
48217,0.95,8489.199999999999,4074815999.9999995
08075,0.98,8757.28,4203494400.0000005
20055,0.99,8846.64,4246387199.9999995
01099,0.99,8846.64,4246387199.9999995
29015,1.065,9516.84,4568083200.0
05109,1.0,8936.0,4289280000.0
29065,1.065,9516.84,4568083200.0
51185,1.0,8936.0,4289280000.0
42103,1.085,9695.56,4653868800.0
42115,1.085,9695.56,4653868800.0
48343,0.95,8489.199999999999,4074815999.9999995
42125,1.085,9695.56,4653868800.0
50001,1.08,9650.880000000001,4632422400.000001
20103,0.99,8846.64,4246387199.9999995
26121,1.035,9248.759999999998,4439404799.999999
51680,1.0,8936.0,4289280000.0
42089,1.085,9695.56,4653868800.0
38019,1.01,9025.36,4332172800.0
20109,0.99,8846.64,4246387199.9999995
29075,1.065,9516.84,4568083200.0
31009,0.99,8846.64,4246387199.9999995
49009,1.02,9114.72,4375065600.0
56031,0.99,8846.64,4246387199.9999995
37071,0.99,8846.64,4246387199.9999995
47081,1.02,9114.72,4375065600.0
29081,1.065,9516.84,4568083200.0
39015,0.99,8846.64,4246387199.9999995
47141,1.02,9114.72,4375065600.0
25027,1.15,10276.4,4932672000.0
39091,0.99,8846.64,4246387199.9999995
13079,1.02,9114.72,4375065600.0
29037,1.065,9516.84,4568083200.0
36027,1.17,10455.119999999999,5018457599.999999
48477,0.95,8489.199999999999,4074815999.9999995
08101,0.98,8757.28,4203494400.0000005
29067,1.065,9516.84,4568083200.0
56017,0.99,8846.64,4246387199.9999995
26001,1.035,9248.759999999998,4439404799.999999
05129,1.0,8936.0,4289280000.0
48305,0.95,8489.199999999999,4074815999.9999995
36077,1.17,10455.119999999999,5018457599.999999
49027,1.02,9114.72,4375065600.0
49029,1.02,9114.72,4375065600.0
26129,1.035,9248.759999999998,4439404799.999999
47087,1.02,9114.72,4375065600.0
22057,1.02,9114.72,4375065600.0
12113,0.975,8712.6,4182048000.0
21203,1.01,9025.36,4332172800.0
21223,1.01,9025.36,4332172800.0
40045,0.97,8667.92,4160601600.0
19075,1.005,8980.679999999998,4310726399.999999
34035,1.15,10276.4,4932672000.0
16031,1.02,9114.72,4375065600.0
42049,1.085,9695.56,4653868800.0
28029,0.97,8667.92,4160601600.0
48467,0.95,8489.199999999999,4074815999.9999995
51161,1.0,8936.0,4289280000.0
51015,1.0,8936.0,4289280000.0
02060,,,
45041,1.02,9114.72,4375065600.0
30003,0.99,8846.64,4246387199.9999995
42047,1.085,9695.56,4653868800.0
31165,0.99,8846.64,4246387199.9999995
28031,0.97,8667.92,4160601600.0
39143,0.99,8846.64,4246387199.9999995
40107,0.97,8667.92,4160601600.0
26145,1.035,9248.759999999998,4439404799.999999
35039,1.03,9204.08,4417958400.0
50005,1.08,9650.880000000001,4632422400.000001
51023,1.0,8936.0,4289280000.0
17119,1.18,10544.48,5061350400.0
48085,0.95,8489.199999999999,4074815999.9999995
45001,1.02,9114.72,4375065600.0
55077,1.03,9204.08,4417958400.0
04025,1.01,9025.36,4332172800.0
42091,1.085,9695.56,4653868800.0
16061,1.02,9114.72,4375065600.0
51720,1.0,8936.0,4289280000.0
29211,1.065,9516.84,4568083200.0
20135,0.99,8846.64,4246387199.9999995
51790,1.0,8936.0,4289280000.0
31029,0.99,8846.64,4246387199.9999995
39113,0.99,8846.64,4246387199.9999995
48447,0.95,8489.199999999999,4074815999.9999995
13221,1.02,9114.72,4375065600.0
29147,1.065,9516.84,4568083200.0
40037,0.97,8667.92,4160601600.0
48457,0.95,8489.199999999999,4074815999.9999995
13129,1.02,9114.72,4375065600.0
19025,1.005,8980.679999999998,4310726399.999999
51580,1.0,8936.0,4289280000.0
50017,1.08,9650.880000000001,4632422400.000001
20113,0.99,8846.64,4246387199.9999995
39051,0.99,8846.64,4246387199.9999995
28129,0.97,8667.92,4160601600.0
16075,1.02,9114.72,4375065600.0
16079,1.02,9114.72,4375065600.0
19007,1.005,8980.679999999998,4310726399.999999
78010,,,
51127,1.0,8936.0,4289280000.0
13263,1.02,9114.72,4375065600.0
54015,1.01,9025.36,4332172800.0
18077,1.01,9025.36,4332172800.0
48347,0.95,8489.199999999999,4074815999.9999995
53063,1.08,9650.880000000001,4632422400.000001
23027,1.02,9114.72,4375065600.0
24027,1.02,9114.72,4375065600.0
