,GEOID,NAMELSAD
204,53015,Cowlitz County
205,48297,Live Oak County
206,31091,Hooker County
207,51147,Prince Edward County
208,49007,Carbon County
209,42017,Bucks County
210,46059,Hand County
211,42081,Lycoming County
212,16057,Latah County
213,13237,Putnam County
214,51640,Galax city
215,35037,Quay County
216,48269,King County
217,05073,Lafayette County
218,48451,Tom Green County
219,21031,Butler County
220,78020,St. John Island
221,56005,Campbell County
222,13211,Morgan County
223,05037,Cross County
224,05107,Phillips County
225,22093,St. James Parish
226,78030,St. Thomas Island
227,19061,Dubuque County
228,51075,Goochland County
229,20181,Sherman County
230,39139,Richland County
231,17001,Adams County
232,39021,Champaign County
233,33019,Sullivan County
234,17075,Iroquois County
235,19157,Poweshiek County
236,39169,Wayne County
237,13113,Fayette County
238,13141,Hancock County
239,48259,Kendall County
240,36039,Greene County
241,51137,Orange County
242,40089,McCurtain County
243,13277,Tift County
244,31025,Cass County
245,46077,Kingsbury County
246,56009,Converse County
247,36043,Herkimer County
248,38047,Logan County
249,26053,Gogebic County
250,27005,Becker County
251,01095,Marshall County
252,28157,Wilkinson County
253,02282,Yakutat City and Borough
254,20179,Sheridan County
255,28079,Leake County
256,72025,Caguas Municipio
257,72027,Camuy Municipio
258,28025,Clay County
259,28037,Franklin County
260,72143,Vega Alta Municipio
261,19015,Boone County
262,48373,Polk County
263,31051,Dixon County
264,24025,Harford County
265,45037,Edgefield County
266,51001,Accomack County
267,47173,Union County
268,54057,Mineral County
269,55003,Ashland County
270,17053,Ford County
271,38029,Emmons County
272,06089,Shasta County
273,22113,Vermilion Parish
274,05121,Randolph County
275,55085,Oneida County
276,22035,East Carroll Parish
277,22037,East Feliciana Parish
278,22087,St. Bernard Parish
279,48481,Wharton County
280,02198,Prince of Wales-Hyder Census Area
281,02195,Petersburg Borough
282,48153,Floyd County
283,02275,Wrangell City and Borough
284,21151,Madison County
285,51025,Brunswick County
286,47045,Dyer County
287,47053,Gibson County
288,51149,Prince George County
289,05075,Lawrence County
290,38027,Eddy County
291,53053,Pierce County
292,23023,Sagadahoc County
293,30097,Sweet Grass County
294,48181,Grayson County
295,42059,Greene County
296,02188,Northwest Arctic Borough
297,20051,Ellis County
298,01065,Hale County
299,01105,Perry County
300,01033,Colbert County
301,20151,Pratt County
302,21017,Bourbon County
303,47149,Rutherford County
304,13075,Cook County
305,20101,Lane County
306,40059,Harper County
307,17147,Piatt County
308,48107,Crosby County
309,08009,Baca County
310,16021,Boundary County
311,16007,Bear Lake County
312,39159,Union County
313,39035,Cuyahoga County
314,48285,Lavaca County
315,40105,Nowata County
316,13125,Glascock County
317,41059,Umatilla County
318,46102,Oglala Lakota County
319,02170,Matanuska-Susitna Borough
320,18035,Delaware County
321,12075,Levy County
322,72063,Gurabo Municipio
323,72065,Hatillo Municipio
324,28045,Hancock County
325,13315,Wilcox County
326,22081,Red River Parish
327,47093,Knox County
328,23017,Oxford County
329,25021,Norfolk County
330,18063,Hendricks County
331,17077,Jackson County
332,45043,Georgetown County
333,38041,Hettinger County
334,49019,Grand County
335,49045,Tooele County
336,51650,Hampton city
337,55011,Buffalo County
338,51069,Frederick County
339,54041,Lewis County
340,27119,Polk County
341,27127,Redwood County
342,47047,Fayette County
343,60040,Swains Island
344,41041,Lincoln County
345,23031,York County
346,46029,Codington County
347,13231,Pike County
348,13259,Stewart County
349,34025,Monmouth County
350,05021,Clay County
351,05045,Faulkner County
352,40041,Delaware County
353,19107,Keokuk County
354,17061,Greene County
355,27075,Lake County
356,13285,Troup County
357,06023,Humboldt County
358,47043,Dickson County
359,54081,Raleigh County
360,35005,Chaves County
361,35049,Santa Fe County
362,06059,Orange County
363,04023,Santa Cruz County
364,37053,Currituck County
365,17101,Lawrence County
366,31181,Webster County
367,17067,Hancock County
368,46067,Hutchinson County
369,41013,Crook County
370,50011,Franklin County
371,26103,Marquette County
372,37057,Davidson County
373,17025,Clay County
374,29103,Knox County
375,29117,Livingston County
376,42117,Tioga County
377,31043,Dakota County
378,26089,Leelanau County
379,51181,Surry County
380,29135,Moniteau County
381,51193,Westmoreland County
382,37197,Yadkin County
383,06047,Merced County
384,40043,Dewey County
385,37023,Burke County
386,37191,Wayne County
387,42123,Warren County
388,05061,Howard County
389,37059,Davie County
390,37111,McDowell County
391,05099,Nevada County
392,08125,Yuma County
393,48421,Sherman County
394,48463,Uvalde County
395,39011,Auglaize County
396,22015,Bossier Parish
397,19063,Emmet County
398,20169,Saline County
399,21153,Magoffin County
400,48017,Bailey County
401,29027,Callaway County
402,56001,Albany County
403,56029,Park County
404,42093,Montour County
405,36081,Queens County
406,12121,Suwannee County
407,26031,Cheboygan County
408,01111,Randolph County
409,37009,Ashe County
410,08033,Dolores County
411,39089,Licking County
412,51683,Manassas city
413,05139,Union County
414,17071,Henderson County
415,01101,Montgomery County
416,08005,Arapahoe County
417,21155,Marion County
418,28051,Holmes County
419,28105,Oktibbeha County
420,72037,Ceiba Municipio
421,72047,Corozal Municipio
422,30027,Fergus County
423,24023,Garrett County
424,22119,Webster Parish
425,26059,Hillsdale County
426,21141,Logan County
427,46033,Custer County
428,33013,Merrimack County
429,42133,York County
430,37161,Rutherford County
431,46005,Beadle County
432,01043,Cullman County
433,13097,Douglas County
434,31097,Johnson County
435,37187,Washington County
436,46075,Jones County
437,29177,Ray County
438,39073,Hocking County
439,01085,Lowndes County
440,13043,Candler County
441,19113,Linn County
442,06105,Trinity County
443,13215,Muscogee County
444,28135,Tallahatchie County
445,20005,Atchison County
446,72081,Lares Municipio
447,17041,Douglas County
448,51079,Greene County
449,66010,Guam
450,55137,Waushara County
451,05065,Izard County
452,06053,Monterey County
453,35017,Grant County
454,29131,Miller County
455,37193,Wilkes County
456,02110,Juneau City and Borough
457,13087,Decatur County
458,18177,Wayne County
459,21009,Barren County
460,31093,Howard County
461,38025,Dunn County
462,06005,Amador County
463,47049,Fentress County
464,20031,Coffey County
465,26023,Branch County
466,31139,Pierce County
467,13023,Bleckley County
468,13033,Burke County
469,17181,Union County
470,17091,Kankakee County
471,38051,McIntosh County
472,31141,Platte County
473,37185,Warren County
474,72009,Aibonito Municipio
475,13197,Marion County
476,51061,Fauquier County
477,51750,Radford city
478,32005,Douglas County
479,12037,Franklin County
480,18055,Greene County
481,18139,Rush County
482,55131,Washington County
483,29105,Laclede County
484,42085,Mercer County
485,41043,Linn County
486,55065,Lafayette County
487,40147,Washington County
488,54077,Preston County
489,69100,Rota Municipality
490,55135,Waupaca County
491,48137,Edwards County
492,41037,Lake County
493,29153,Ozark County
494,19059,Dickinson County
495,21095,Harlan County
496,20061,Geary County
497,42011,Berks County
498,47019,Carter County
499,27083,Lyon County
500,51037,Charlotte County
501,47179,Washington County
502,45071,Newberry County
503,51093,Isle of Wight County
504,41069,Wheeler County
505,29023,Butler County
506,22047,Iberville Parish
507,28125,Sharkey County
508,51111,Lunenburg County
509,38097,Traill County
510,13139,Hall County
511,13283,Treutlen County
512,13037,Calhoun County
513,55125,Vilas County
514,27007,Beltrami County
515,72043,Coamo Municipio
516,13055,Chattooga County
517,45033,Dillon County
518,37103,Jones County
519,29199,Scotland County
520,20131,Nemaha County
521,20137,Norton County
522,72007,Aguas Buenas Municipio
523,72033,Cataño Municipio
524,55075,Marinette County
525,53011,Clark County
526,55099,Price County
527,40093,Major County
528,47125,Montgomery County
529,53051,Pend Oreille County
530,38055,McLean County
531,41027,Hood River County
532,19197,Wright County
533,48419,Shelby County
534,29055,Crawford County
535,51017,Bath County
536,56033,Sheridan County
537,42041,Cumberland County
538,42055,Franklin County
539,42079,Luzerne County
540,26039,Crawford County
541,01113,Russell County
542,39019,Carroll County
543,05055,Greene County
544,48191,Hall County
545,55013,Burnett County
546,35057,Torrance County
547,53049,Pacific County
548,37141,Pender County
549,48221,Hood County
550,31177,Washington County
551,29045,Clark County
552,21015,Boone County
553,21229,Washington County
554,22009,Avoyelles Parish
555,28137,Tate County
556,29227,Worth County
557,31163,Sherman County
558,46021,Campbell County
559,46063,Harding County
560,26057,Gratiot County
561,19175,Union County
562,17127,Massac County
563,27043,Faribault County
564,47057,Grainger County
565,48161,Freestone County
566,42087,Mifflin County
567,01041,Crenshaw County
568,51520,Bristol city
569,48399,Runnels County
570,48443,Terrell County
571,20153,Rawlins County
572,20193,Thomas County
573,13161,Jeff Davis County
574,19035,Cherokee County
575,05145,White County
576,28083,Leflore County
577,29053,Cooper County
578,26043,Dickinson County
579,17197,Will County
580,48117,Deaf Smith County
581,46011,Brookings County
582,19083,Hardin County
583,22023,Cameron Parish
584,39027,Clinton County
585,27137,St. Louis County
586,39093,Lorain County
587,47101,Lewis County
588,41067,Washington County
589,51810,Virginia Beach city
590,30057,Madison County
591,51103,Lancaster County
592,29013,Bates County
593,33001,Belknap County
594,51159,Richmond County
595,02230,Skagway Municipality
596,02105,Hoonah-Angoon Census Area
597,29159,Pettis County
598,30063,Missoula County
599,20019,Chautauqua County
600,48459,Upshur County
601,51047,Culpeper County
602,40061,Haskell County
603,54069,Ohio County
604,54065,Morgan County
605,51165,Rockingham County
606,18183,Whitley County
607,04001,Apache County
608,29121,Macon County
609,48279,Lamb County
610,20097,Kiowa County
611,48015,Austin County
612,29061,Daviess County
613,13253,Seminole County
614,26101,Manistee County
615,19119,Lyon County
616,48233,Hutchinson County
617,40139,Texas County
618,40153,Woodward County
619,19003,Adams County
620,55109,St. Croix County
621,42121,Venango County
622,39153,Summit County
623,13127,Glynn County
624,48479,Webb County
625,37123,Montgomery County
626,23003,Aroostook County
627,28065,Jefferson Davis County
628,18175,Washington County
629,46051,Grant County
630,46091,Marshall County
631,53067,Thurston County
632,31107,Knox County
633,35061,Valencia County
634,30079,Prairie County
635,49031,Piute County
636,21161,Mason County
637,27009,Benton County
638,48129,Donley County
639,12005,Bay County
640,01077,Lauderdale County
641,18045,Fountain County
642,17173,Shelby County
643,17051,Fayette County
644,39127,Perry County
645,51590,Danville city
646,13011,Banks County
647,13305,Wayne County
648,40109,Oklahoma County
649,40069,Johnston County
650,37099,Jackson County
651,49043,Summit County
652,29167,Polk County
653,32015,Lander County
654,19191,Winneshiek County
655,20125,Montgomery County
656,45039,Fairfield County
657,31033,Cheyenne County
658,27091,Martin County
659,47155,Sevier County
660,47139,Polk County
661,48263,Kent County
662,30099,Teton County
663,31069,Garden County
664,17117,Macoupin County
665,39141,Ross County
666,17195,Whiteside County
667,48141,El Paso County
668,48301,Loving County
669,40077,Latimer County
670,39167,Washington County
671,29091,Howell County
672,20047,Edwards County
673,21111,Jefferson County
674,17107,Logan County
675,55139,Winnebago County
676,47003,Bedford County
677,47027,Clay County
678,17029,Coles County
679,47097,Lauderdale County
680,41001,Baker County
681,36097,Schuyler County
682,26159,Van Buren County
683,17131,Mercer County
684,28099,Neshoba County
685,46045,Edmunds County
686,72119,Río Grande Municipio
687,01035,Conecuh County
688,18029,Dearborn County
689,18071,Jackson County
690,28081,Lee County
691,22125,West Feliciana Parish
692,05035,Crittenden County
693,12063,Jackson County
694,48125,Dickens County
695,51115,Mathews County
696,38075,Renville County
697,48283,La Salle County
698,36067,Onondaga County
699,19087,Henry County
700,31083,Harlan County
701,30075,Powder River County
702,72075,Juana Díaz Municipio
703,55091,Pepin County
704,01021,Chilton County
705,48351,Newton County
706,48219,Hockley County
707,13009,Baldwin County
708,37175,Transylvania County
709,37171,Surry County
710,01031,Coffee County
711,39149,Shelby County
712,16027,Canyon County
713,55041,Forest County
714,55113,Sawyer County
715,34017,Hudson County
716,39151,Stark County
717,48187,Guadalupe County
718,53029,Island County
719,54037,Jefferson County
720,51153,Prince William County
721,42029,Chester County
722,54055,Mercer County
723,47145,Roane County
724,02066,Copper River Census Area
725,02063,Chugach Census Area
726,28049,Hinds County
727,48281,Lampasas County
728,51107,Loudoun County
729,29185,St. Clair County
730,36025,Delaware County
731,30071,Phillips County
732,29129,Mercer County
733,46127,Union County
734,01051,Elmore County
735,13187,Lumpkin County
736,39083,Knox County
737,19017,Bremer County
738,48175,Goliad County
739,37089,Henderson County
740,12061,Indian River County
741,48393,Roberts County
742,31049,Deuel County
743,36051,Livingston County
744,19141,O'Brien County
745,22075,Plaquemines Parish
746,28115,Pontotoc County
747,27105,Nobles County
748,27001,Aitkin County
749,38071,Ramsey County
750,37145,Person County
751,20195,Trego County
752,28151,Washington County
753,48133,Eastland County
754,28055,Issaquena County
755,48123,DeWitt County
756,48005,Angelina County
757,45081,Saluda County
758,29125,Maries County
759,05001,Arkansas County
760,29109,Lawrence County
761,51540,Charlottesville city
762,17011,Bureau County
763,39145,Scioto County
764,37115,Madison County
765,16053,Jerome County
766,39163,Vinton County
767,48309,McLennan County
768,16037,Custer County
769,19089,Howard County
770,12099,Palm Beach County
771,13181,Lincoln County
772,01013,Butler County
773,27003,Anoka County
774,46009,Bon Homme County
775,47059,Greene County
776,51183,Sussex County
777,18141,St. Joseph County
778,38067,Pembina County
779,19165,Shelby County
780,24013,Carroll County
781,19011,Benton County
782,21159,Martin County
783,27025,Chisago County
784,21189,Owsley County
785,42015,Bradford County
786,54029,Hancock County
787,29051,Cole County
788,26021,Berrien County
789,42061,Huntingdon County
790,31045,Dawes County
791,51141,Patrick County
792,48325,Medina County
793,26105,Mason County
794,45013,Beaufort County
795,46135,Yankton County
796,22001,Acadia Parish
797,42039,Crawford County
798,46123,Tripp County
799,19077,Guthrie County
800,19183,Washington County
801,46111,Sanborn County
802,40051,Grady County
803,54039,Kanawha County
804,01009,Blount County
805,45065,McCormick County
806,45087,Union County
807,27103,Nicollet County
808,28161,Yalobusha County
809,72093,Maricao Municipio
810,26079,Kalkaska County
811,72005,Aguadilla Municipio
812,22039,Evangeline Parish
813,47069,Hardeman County
814,04003,Cochise County
815,35023,Hidalgo County
816,38023,Divide County
817,06071,San Bernardino County
818,08083,Montezuma County
819,28023,Clarke County
820,19125,Marion County
821,31055,Douglas County
822,51600,Fairfax city
823,40057,Harmon County
824,29039,Cedar County
825,13059,Clarke County
826,16085,Valley County
827,48275,Knox County
828,05103,Ouachita County
829,39037,Darke County
830,40071,Kay County
831,46041,Dewey County
832,41057,Tillamook County
833,13077,Coweta County
834,13105,Elbert County
835,01005,Barbour County
836,37017,Bladen County
837,48111,Dallam County
838,17167,Sangamon County
839,40035,Craig County
840,47035,Cumberland County
841,26137,Otsego County
842,19161,Sac County
843,17113,McLean County
844,23001,Androscoggin County
845,16055,Kootenai County
846,32003,Clark County
847,20147,Phillips County
848,31089,Holt County
849,29101,Johnson County
850,55063,La Crosse County
851,22021,Caldwell Parish
852,21061,Edmonson County
853,17005,Bond County
854,17009,Brown County
855,27111,Otter Tail County
856,39077,Huron County
857,13005,Bacon County
858,10001,Kent County
859,39173,Wood County
860,13157,Jackson County
861,20003,Anderson County
862,17095,Knox County
863,30107,Wheatland County
864,47009,Blount County
865,30031,Gallatin County
866,45031,Darlington County
867,01053,Escambia County
868,13143,Haralson County
869,20001,Allen County
870,55049,Iowa County
871,27097,Morrison County
872,42003,Allegheny County
873,29205,Shelby County
874,39097,Madison County
875,20201,Washington County
876,17019,Champaign County
877,16087,Washington County
878,17045,Edgar County
879,08121,Washington County
880,39065,Hardin County
881,26113,Missaukee County
882,38093,Stutsman County
883,29203,Shannon County
884,48423,Smith County
885,40143,Tulsa County
886,40091,McIntosh County
887,48395,Robertson County
888,48171,Gillespie County
889,26125,Oakland County
890,54093,Tucker County
891,72113,Ponce Municipio
892,55023,Crawford County
893,01071,Jackson County
894,19123,Mahaska County
895,20045,Douglas County
896,21059,Daviess County
897,21197,Powell County
898,29097,Jasper County
899,41061,Union County
900,13151,Henry County
901,47175,Van Buren County
902,40125,Pottawatomie County
903,35053,Socorro County
904,13003,Atkinson County
905,12031,Duval County
906,48145,Falls County
907,05149,Yell County
908,20033,Comanche County
909,21113,Jessamine County
910,21171,Monroe County
911,48031,Blanco County
912,55015,Calumet County
913,21121,Knox County
914,26067,Ionia County
915,37129,New Hanover County
916,47131,Obion County
917,21035,Calloway County
918,51003,Albemarle County
919,47147,Robertson County
920,51043,Clarke County
921,53023,Garfield County
922,21109,Jackson County
923,27031,Cook County
924,45073,Oconee County
925,22033,East Baton Rouge Parish
926,28021,Claiborne County
927,24037,St. Mary's County
928,21127,Lawrence County
929,21175,Morgan County
930,21177,Muhlenberg County
931,17049,Effingham County
932,47105,Loudon County
933,46025,Clark County
934,15003,Honolulu County
935,12041,Gilchrist County
936,18157,Tippecanoe County
937,42109,Snyder County
938,48277,Lamar County
939,12086,Miami-Dade County
940,31057,Dundy County
941,48289,Leon County
942,08097,Pitkin County
943,38035,Grand Forks County
944,18091,LaPorte County
945,18057,Hamilton County
946,51595,Emporia city
947,40081,Lincoln County
948,20071,Greeley County
949,13145,Harris County
950,13251,Screven County
951,72127,San Juan Municipio
952,48433,Stonewall County
953,39069,Henry County
954,33009,Grafton County
955,29145,Newton County
956,18129,Posey County
957,48311,McMullen County
958,17035,Cumberland County
959,13297,Walton County
960,27121,Pope County
961,51157,Rappahannock County
962,51009,Amherst County
963,06111,Ventura County
964,17033,Crawford County
965,08093,Park County
966,27115,Pine County
967,48021,Bastrop County
968,53039,Klickitat County
969,53055,San Juan County
970,55009,Brown County
971,20205,Wilson County
972,22069,Natchitoches Parish
973,22109,Terrebonne Parish
974,13155,Irwin County
975,02185,North Slope Borough
976,26011,Arenac County
977,19111,Lee County
978,20141,Osborne County
979,26047,Emmet County
980,19071,Fremont County
981,23015,Lincoln County
982,21023,Bracken County
983,55037,Florence County
984,54087,Roane County
985,27159,Wadena County
986,37007,Anson County
987,02100,Haines Borough
988,38007,Billings County
989,31003,Antelope County
990,29073,Gasconade County
991,12067,Lafayette County
992,37035,Catawba County
993,21025,Breathitt County
994,48075,Childress County
995,29181,Ripley County
996,17179,Tazewell County
997,48243,Jeff Davis County
998,51678,Lexington city
999,05135,Sharp County
1000,08069,Larimer County
1001,27163,Washington County
1002,51740,Portsmouth city
1003,42051,Fayette County
1004,54023,Grant County
1005,51171,Shenandoah County
1006,48235,Irion County
1007,54101,Webster County
1008,49011,Davis County
1009,27033,Cottonwood County
1010,72053,Fajardo Municipio
1011,01063,Greene County
1012,16033,Clark County
1013,19109,Kossuth County
1014,72151,Yabucoa Municipio
1015,38013,Burke County
1016,37063,Durham County
1017,19085,Harrison County
1018,31103,Keya Paha County
1019,19187,Webster County
1020,17151,Pope County
1021,47159,Smith County
1022,51089,Henry County
1023,51510,Alexandria city
1024,19101,Jefferson County
1025,30049,Lewis and Clark County
1026,49013,Duchesne County
1027,40003,Alfalfa County
1028,48119,Delta County
1029,47169,Trousdale County
1030,21193,Perry County
1031,46039,Deuel County
1032,41029,Jackson County
1033,72067,Hormigueros Municipio
1034,48507,Zavala County
1035,31007,Banner County
1036,19121,Madison County
1037,12011,Broward County
1038,13279,Toombs County
1039,26151,Sanilac County
1040,48397,Rockwall County
1041,26163,Wayne County
1042,18043,Floyd County
1043,20129,Morton County
1044,21081,Grant County
1045,21217,Taylor County
1046,13115,Floyd County
1047,32001,Churchill County
1048,24011,Caroline County
1049,27041,Douglas County
1050,30043,Jefferson County
1051,51059,Fairfax County
1052,30023,Deer Lodge County
1053,47001,Anderson County
1054,37075,Graham County
1055,54045,Logan County
1056,54073,Pleasants County
1057,51071,Giles County
1058,54019,Fayette County
1059,53061,Snohomish County
1060,35015,Eddy County
1061,31117,McPherson County
1062,31145,Red Willow County
1063,30051,Liberty County
1064,48131,Duval County
1065,29173,Ralls County
1066,48251,Johnson County
1067,13061,Clay County
1068,41023,Grant County
1069,41011,Coos County
1070,48159,Franklin County
1071,36113,Warren County
1072,51113,Madison County
1073,40005,Atoka County
1074,17129,Menard County
1075,13015,Bartow County
1076,12069,Lake County
1077,40111,Okmulgee County
1078,38083,Sheridan County
1079,18049,Fulton County
1080,20091,Johnson County
1081,24009,Calvert County
1082,55129,Washburn County
1083,53031,Jefferson County
1084,72003,Aguada Municipio
1085,27169,Winona County
1086,28149,Warren County
1087,29003,Andrew County
1088,29139,Montgomery County
1089,20021,Cherokee County
1090,37083,Halifax County
1091,35043,Sandoval County
1092,21051,Clay County
1093,42035,Clinton County
1094,13235,Pulaski County
1095,37015,Bertie County
1096,37167,Stanly County
1097,47143,Rhea County
1098,37079,Greene County
1099,21131,Leslie County
1100,24039,Somerset County
1101,17123,Marshall County
1102,21143,Lyon County
1103,48095,Concho County
1104,48081,Coke County
1105,47133,Overton County
1106,26063,Huron County
1107,26069,Iosco County
1108,13069,Coffee County
1109,13299,Ware County
1110,38037,Grant County
1111,22051,Jefferson Parish
1112,22103,St. Tammany Parish
1113,45045,Greenville County
1114,46085,Lyman County
1115,55121,Trempealeau County
1116,06113,Yolo County
1117,48431,Sterling County
1118,48495,Winkler County
1119,46071,Jackson County
1120,49041,Sevier County
1121,51036,Charles City County
1122,20197,Wabaunsee County
1123,27055,Houston County
1124,21181,Nicholas County
1125,25023,Plymouth County
1126,36005,Bronx County
1127,37055,Dare County
1128,39103,Medina County
1129,42005,Armstrong County
1130,34001,Atlantic County
1131,55071,Manitowoc County
1132,55029,Door County
1133,37047,Columbus County
1134,39053,Gallia County
1135,48441,Taylor County
1136,26085,Lake County
1137,26139,Ottawa County
1138,17031,Cook County
1139,17059,Gallatin County
1140,45047,Greenwood County
1141,20059,Franklin County
1142,27027,Clay County
1143,47075,Haywood County
1144,49003,Box Elder County
1145,28139,Tippah County
1146,54051,Marshall County
1147,54035,Jackson County
1148,16039,Elmore County
1149,24005,Baltimore County
1150,38005,Benson County
1151,29163,Pike County
1152,39087,Lawrence County
1153,29201,Scott County
1154,39001,Adams County
1155,48143,Erath County
1156,13137,Habersham County
1157,13319,Wilkinson County
1158,54061,Monongalia County
1159,39033,Crawford County
1160,12027,DeSoto County
1161,39059,Guernsey County
1162,26015,Barry County
1163,29209,Stone County
1164,51760,Richmond city
1165,37169,Stokes County
1166,19039,Clarke County
1167,19065,Fayette County
1168,06041,Marin County
1169,48381,Randall County
1170,48401,Rusk County
1171,19181,Warren County
1172,39161,Van Wert County
1173,12043,Glades County
1174,13199,Meriwether County
1175,50023,Washington County
1176,46093,Meade County
1177,29229,Wright County
1178,30101,Toole County
1179,36107,Tioga County
1180,48287,Lee County
1181,13121,Fulton County
1182,48073,Cherokee County
1183,29007,Audrain County
1184,45029,Colleton County
1185,55055,Jefferson County
1186,22107,Tensas Parish
1187,47123,Monroe County
1188,20075,Hamilton County
1189,19151,Pocahontas County
1190,16045,Gem County
1191,05063,Independence County
1192,05085,Lonoke County
1193,18111,Newton County
1194,13119,Franklin County
1195,12051,Hendry County
1196,13265,Taliaferro County
1197,48245,Jefferson County
1198,30059,Meagher County
1199,29087,Holt County
1200,48295,Lipscomb County
1201,37065,Edgecombe County
1202,48241,Jasper County
1203,49001,Beaver County
1204,13213,Murray County
1205,18075,Jay County
1206,26117,Montcalm County
1207,36083,Rensselaer County
1208,12021,Collier County
1209,35031,McKinley County
1210,13017,Ben Hill County
1211,05077,Lee County
1212,12003,Baker County
1213,13173,Lanier County
1214,20159,Rice County
1215,01015,Calhoun County
1216,28059,Jackson County
1217,21037,Campbell County
1218,21057,Cumberland County
1219,28107,Panola County
1220,48195,Hansford County
1221,48071,Chambers County
1222,13239,Quitman County
1223,05031,Craighead County
1224,29195,Saline County
1225,17193,White County
1226,17039,De Witt County
1227,32033,White Pine County
1228,27049,Goodhue County
1229,37173,Swain County
1230,12101,Pasco County
1231,12119,Sumter County
1232,36059,Nassau County
1233,38091,Steele County
1234,18163,Vanderburgh County
1235,29071,Franklin County
1236,37011,Avery County
1237,54107,Wood County
1238,55007,Bayfield County
1239,47161,Stewart County
1240,55097,Portage County
1241,45063,Lexington County
1242,24003,Anne Arundel County
1243,55039,Fond du Lac County
1244,22071,Orleans Parish
1245,01073,Jefferson County
1246,01127,Walker County
1247,29063,DeKalb County
1248,12039,Gadsden County
1249,13083,Dade County
1250,28033,DeSoto County
1251,51187,Warren County
1252,17047,Edwards County
1253,47113,Madison County
1254,69110,Saipan Municipality
1255,17125,Mason County
1256,51197,Wythe County
1257,13303,Washington County
1258,53077,Yakima County
1259,05143,Washington County
1260,48213,Henderson County
1261,55035,Eau Claire County
1262,47153,Sequatchie County
1263,48471,Walker County
1264,04005,Coconino County
1265,12087,Monroe County
1266,39157,Tuscarawas County
1267,09110,Capitol Planning Region
1268,09120,Greater Bridgeport Planning Region
1269,09130,Lower Connecticut River Valley Planning Region
1270,09140,Naugatuck Valley Planning Region
1271,09150,Northeastern Connecticut Planning Region
1272,09160,Northwest Hills Planning Region
1273,09170,South Central Connecticut Planning Region
1274,09180,Southeastern Connecticut Planning Region
1275,09190,Western Connecticut Planning Region
1276,51710,Norfolk city
1277,48389,Reeves County
1278,51155,Pulaski County
1279,37179,Union County
1280,38053,McKenzie County
1281,12091,Okaloosa County
1282,06001,Alameda County
1283,17013,Calhoun County
1284,18085,Kosciusko County
1285,28103,Noxubee County
1286,05147,Woodruff County
1287,34015,Gloucester County
1288,33011,Hillsborough County
1289,30045,Judith Basin County
1290,37121,Mitchell County
1291,30077,Powell County
1292,41053,Polk County
1293,41065,Wasco County
1294,46105,Perkins County
1295,19173,Taylor County
1296,01129,Washington County
1297,39039,Defiance County
1298,54025,Greenbrier County
1299,17121,Marion County
1300,51051,Dickenson County
1301,51007,Amelia County
1302,13243,Randolph County
1303,35029,Luna County
1304,48355,Nueces County
1305,56045,Weston County
1306,72137,Toa Baja Municipio
1307,17187,Warren County
1308,01089,Madison County
1309,47189,Wilson County
1310,48063,Camp County
1311,40067,Jefferson County
1312,54085,Ritchie County
1313,19145,Page County
1314,20087,Jefferson County
1315,22045,Iberia Parish
1316,02158,Kusilvak Census Area
1317,37133,Onslow County
1318,01049,DeKalb County
1319,36101,Steuben County
1320,42053,Forest County
1321,22105,Tangipahoa Parish
1322,51179,Stafford County
1323,26109,Menominee County
1324,18073,Jasper County
1325,13025,Brantley County
1326,13171,Lamar County
1327,18151,Steuben County
1328,48361,Orange County
1329,39047,Fayette County
1330,25015,Hampshire County
1331,21003,Allen County
1332,37001,Alamance County
1333,20073,Greenwood County
1334,54031,Hardy County
1335,72001,Adjuntas Municipio
1336,55089,Ozaukee County
1337,47163,Sullivan County
1338,45059,Laurens County
1339,56011,Crook County
1340,55117,Sheboygan County
1341,25013,Hampden County
1342,48055,Caldwell County
1343,20029,Cloud County
1344,06027,Inyo County
1345,01037,Coosa County
1346,55123,Vernon County
1347,29093,Iron County
1348,48223,Hopkins County
1349,36001,Albany County
1350,48225,Houston County
1351,39111,Monroe County
1352,20165,Rush County
1353,18107,Montgomery County
1354,20187,Stanton County
1355,21129,Lee County
1356,27071,Koochiching County
1357,48029,Bexar County
1358,08013,Boulder County
1359,47089,Jefferson County
1360,40097,Mayes County
1361,37093,Hoke County
1362,31131,Otoe County
1363,42023,Cameron County
1364,45035,Dorchester County
1365,27161,Waseca County
1366,46015,Brule County
1367,47177,Warren County
1368,17023,Clark County
1369,21201,Robertson County
1370,47095,Lake County
1371,45015,Berkeley County
1372,05051,Garland County
1373,20139,Osage County
1374,39155,Trumbull County
1375,48333,Mills County
1376,48359,Oldham County
1377,42019,Butler County
1378,16049,Idaho County
1379,20115,Marion County
1380,51029,Buckingham County
1381,36099,Seneca County
1382,21125,Laurel County
1383,47121,Meigs County
1384,29213,Taney County
1385,13269,Taylor County
1386,51830,Williamsburg city
1387,48415,Scurry County
1388,08047,Gilpin County
1389,40087,McClain County
1390,54071,Pendleton County
1391,51139,Page County
1392,40079,Le Flore County
1393,54089,Summers County
1394,37119,Mecklenburg County
1395,34013,Essex County
1396,29115,Linn County
1397,13209,Montgomery County
1398,41055,Sherman County
1399,54053,Mason County
1400,54021,Gilmer County
1401,28063,Jefferson County
1402,38079,Rolette County
1403,30103,Treasure County
1404,21049,Clark County
