geo_id,county_name,total_energy_consumption_mwh,,,
21189,Owsley County,"67,880",,,
42015,Bradford County,"665,422",,,
54029,Hancock County,"549,294",,,
29051,Cole County,"987,494",,,
26021,Berrien County,"1,504,705",,,
42061,Huntingdon County,"491,148",,,
31045,Dawes County,"153,765",,,
51141,Patrick County,"283,293",,,
48325,Medina County,"847,685",,,
26105,Mason County,"286,406",,,
45013,Beaufort County,"3,164,132",,,
46135,Yankton County,"348,472",,,
22001,Acadia Parish,"1,278,494",,,
42039,Crawford County,"913,294",,,
46123,Tripp County,"84,292",,,
19077,Guthrie County,"185,888",,,
19183,Washington County,"395,050",,,
46111,Sanborn County,"35,593",,,
40051,Grady County,"1,014,932",,,
54039,Kanawha County,"3,299,092",,,
1009,Blount County,"1,027,416",,,
45065,McCormick County,"154,427",,,
45087,Union County,"439,982",,,
27103,Nicollet County,"393,490",,,
28161,Yalobusha County,"212,974",,,
72093,Maricao Municipio,"29,325",,,
26079,Kalkaska County,"175,300",,,
72005,Aguadilla Municipio,"300,604",,,
22039,Evangeline Parish,"714,770",,,
47069,Hardeman County,"380,465",,,
4003,Cochise County,"1,559,241",,,
35023,Hidalgo County,"62,015",,,
38023,Divide County,"85,082",,,
6071,San Bernardino County,"13,790,685",,,
8083,Montezuma County,"253,591",,,
28023,Clarke County,"265,296",,,
19125,Marion County,"585,446",,,
31055,Douglas County,"10,754,681",,,
51600,Fairfax city,"384,654",,,
40057,Harmon County,"47,095",,,
29039,Cedar County,"181,977",,,
13059,Clarke County,"1,780,325",,,
16085,Valley County,"157,944",,,
48275,Knox County,"56,851",,,
5103,Ouachita County,"385,123",,,
39037,Darke County,"689,083",,,
40071,Kay County,"816,169",,,
46041,Dewey County,"80,209",,,
41057,Tillamook County,"381,196",,,
13077,Coweta County,"2,095,705",,,
13105,Elbert County,"266,662",,,
1005,Barbour County,"440,722",,,
37017,Bladen County,"390,956",,,
48111,Dallam County,"119,867",,,
17167,Sangamon County,"2,071,140",,,
40035,Craig County,"262,767",,,
47035,Cumberland County,"899,735",,,
26137,Otsego County,"246,185",,,
19161,Sac County,"172,384",,,
17113,McLean County,"1,822,082",,,
23001,Androscoggin County,"915,127",,,
16055,Kootenai County,"2,526,587",,,
32003,Clark County,"29,861,680",,,
20147,Phillips County,"71,469",,,
31089,Holt County,"186,635",,,
29101,Johnson County,"691,383",,,
55063,La Crosse County,"1,417,294",,,
22021,Caldwell Parish,"213,236",,,
21061,Edmonson County,"201,699",,,
17005,Bond County,"178,907",,,
17009,Brown County,"67,393",,,
27111,Otter Tail County,"685,301",,,
39077,Huron County,"778,729",,,
13005,Bacon County,"153,022",,,
10001,Kent County,"2,115,115",,,
39173,Wood County,"1,749,220",,,
13157,Jackson County,"1,150,594",,,
20003,Anderson County,"111,003",,,
17095,Knox County,"534,389",,,
30107,Wheatland County,"28,731",,,
47009,Blount County,"2,079,070",,,
30031,Gallatin County,"1,723,020",,,
45031,Darlington County,"1,022,098",,,
1053,Escambia County,"643,470",,,
13143,Haralson County,"406,922",,,
20001,Allen County,"178,700",,,
55049,Iowa County,"279,408",,,
27097,Morrison County,"388,683",,,
42003,Allegheny County,"13,624,326",,,
29205,Shelby County,"78,095",,,
39097,Madison County,"584,177",,,
20201,Washington County,"78,712",,,
17019,Champaign County,"2,198,985",,,
16087,Washington County,"143,479",,,
17045,Edgar County,"180,972",,,
8121,Washington County,"47,301",,,
39065,Hardin County,"408,593",,,
26113,Missaukee County,"147,991",,,
38093,Stutsman County,"839,893",,,
29203,Shannon County,"92,182",,,
48423,Smith County,"4,064,246",,,
40143,Tulsa County,"12,559,091",,,
40091,McIntosh County,"354,231",,,
48395,Robertson County,"282,892",,,
48171,Gillespie County,"449,059",,,
26125,Oakland County,"12,492,601",,,
54093,Tucker County,"128,231",,,
72113,Ponce Municipio,"719,052",,,
55023,Crawford County,"190,478",,,
1071,Jackson County,"916,864",,,
19123,Mahaska County,"388,157",,,
20045,Douglas County,"1,707,220",,,
21059,Daviess County,"1,711,452",,,
21197,Powell County,"216,373",,,
29097,Jasper County,"1,591,852",,,
41061,Union County,"368,915",,,
13151,Henry County,"3,404,571",,,
47175,Van Buren County,"90,363",,,
40125,Pottawatomie County,"1,363,397",,,
35053,Socorro County,"244,366",,,
13003,Atkinson County,"113,351",,,
12031,Duval County,"11,801,630",,,
48145,Falls County,"286,840",,,
5149,Yell County,"345,209",,,
20033,Comanche County,"25,744",,,
21113,Jessamine County,"879,021",,,
21171,Monroe County,"186,843",,,
48031,Blanco County,"190,056",,,
55015,Calumet County,"614,168",,,
21121,Knox County,"503,494",,,
26067,Ionia County,"657,474",,,
37129,New Hanover County,"3,050,783",,,
47131,Obion County,"456,374",,,
21035,Calloway County,"618,296",,,
51003,Albemarle County,"1,837,194",,,
47147,Robertson County,"1,121,104",,,
51043,Clarke County,"236,214",,,
53023,Garfield County,"26,553",,,
21109,Jackson County,"216,025",,,
27031,Cook County,"63,954",,,
45073,Oconee County,"1,291,943",,,
22033,East Baton Rouge Parish,"9,897,210",,,
28021,Claiborne County,"154,240",,,
24037,St. Mary's County,"1,110,444",,,
21127,Lawrence County,"269,828",,,
21175,Morgan County,"228,344",,,
21177,Muhlenberg County,"514,172",,,
17049,Effingham County,"368,119",,,
47105,Loudon County,"807,352",,,
46025,Clark County,"56,910",,,
15003,Honolulu County,"6,244,141",,,
12041,Gilchrist County,"206,176",,,
18157,Tippecanoe County,"2,796,215",,,
42109,Snyder County,"440,540",,,
48277,Lamar County,"838,849",,,
12086,Miami-Dade County,"31,042,318",,,
31057,Dundy County,"34,851",,,
48289,Leon County,"266,731",,,
8097,Pitkin County,"170,956",,,
38035,Grand Forks County,"2,805,570",,,
18091,LaPorte County,"1,654,686",,,
18057,Hamilton County,"5,407,026",,,
51595,Emporia city,"92,410",,,
40081,Lincoln County,"623,914",,,
20071,Greeley County,"17,888",,,
13145,Harris County,"470,403",,,
13251,Screven County,"192,296",,,
72127,San Juan Municipio,"1,821,743",,,
48433,Stonewall County,"22,814",,,
39069,Henry County,"367,119",,,
33009,Grafton County,"722,724",,,
29145,Newton County,"752,260",,,
18129,Posey County,"374,884",,,
48311,McMullen County,"12,247",,,
17035,Cumberland County,"112,088",,,
13297,Walton County,"1,412,814",,,
27121,Pope County,"128,689",,,
51157,Rappahannock County,"118,700",,,
51009,Amherst County,"503,370",,,
6111,Ventura County,"5,234,272",,,
17033,Crawford County,"200,424",,,
8093,Park County,"170,104",,,
27115,Pine County,"332,703",,,
48021,Bastrop County,"1,783,939",,,
53039,Klickitat County,"262,007",,,
53055,San Juan County,"205,510",,,
55009,Brown County,"3,181,541",,,
20205,Wilson County,"123,996",,,
22069,Natchitoches Parish,"832,471",,,
22109,Terrebonne Parish,"2,301,860",,,
13155,Irwin County,"131,802",,,
2185,North Slope Borough,"89,460",,,
26011,Arenac County,"147,705",,,
19111,Lee County,"591,461",,,
20141,Osborne County,"49,980",,,
26047,Emmet County,"334,066",,,
19071,Fremont County,"117,542",,,
23015,Lincoln County,"283,915",,,
21023,Bracken County,"139,175",,,
55037,Florence County,"53,513",,,
54087,Roane County,"265,578",,,
27159,Wadena County,"160,735",,,
37007,Anson County,"290,740",,,
2100,Haines Borough,"17,275",,,
38007,Billings County,"32,506",,,
31003,Antelope County,"115,741",,,
29073,Gasconade County,"189,919",,,
12067,Lafayette County,"96,859",,,
37035,Catawba County,"2,122,786",,,
21025,Breathitt County,"226,354",,,
48075,Childress County,"113,970",,,
29181,Ripley County,"141,538",,,
17179,Tazewell County,"1,383,120",,,
48243,Jeff Davis County,"33,952",,,
51678,Lexington city,"116,888",,,
5135,Sharp County,"290,518",,,
8069,Larimer County,"3,588,961",,,
27163,Washington County,"3,165,729",,,
51740,Portsmouth city,"1,556,403",,,
42051,Fayette County,"1,389,275",,,
54023,Grant County,"207,947",,,
51171,Shenandoah County,"706,380",,,
48235,Irion County,"26,124",,,
54101,Webster County,"158,174",,,
49011,Davis County,"3,815,137",,,
27033,Cottonwood County,"131,764",,,
72053,Fajardo Municipio,"175,962",,,
1063,Greene County,"136,985",,,
16033,Clark County,"11,547",,,
19109,Kossuth County,"259,970",,,
72151,Yabucoa Municipio,"168,948",,,
38013,Burke County,"84,346",,,
37063,Durham County,"4,320,323",,,
19085,Harrison County,"255,866",,,
31103,Keya Paha County,"17,352",,,
19187,Webster County,"650,916",,,
17151,Pope County,"40,670",,,
47159,Smith County,"294,425",,,
51089,Henry County,"819,306",,,
51510,Alexandria city,"2,494,714",,,
19101,Jefferson County,"277,912",,,
30049,Lewis and Clark County,"1,018,878",,,
49013,Duchesne County,"202,654",,,
40003,Alfalfa County,"106,501",,,
48119,Delta County,"88,216",,,
47169,Trousdale County,"170,282",,,
21193,Perry County,"471,229",,,
46039,Deuel County,"64,296",,,
41029,Jackson County,"3,114,370",,,
72067,Hormigueros Municipio,"85,576",,,
48507,Zavala County,"166,318",,,
31007,Banner County,"11,097",,,
19121,Madison County,"287,873",,,
12011,Broward County,"22,604,295",,,
13279,Toombs County,"369,513",,,
26151,Sanilac County,"401,802",,,
48397,Rockwall County,"2,069,872",,,
26163,Wayne County,"17,291,241",,,
18043,Floyd County,"1,195,937",,,
20129,Morton County,"39,050",,,
21081,Grant County,"413,148",,,
21217,Taylor County,"430,226",,,
13115,Floyd County,"1,363,164",,,
32001,Churchill County,"322,362",,,
24011,Caroline County,"321,252",,,
27041,Douglas County,"444,514",,,
30043,Jefferson County,"166,386",,,
51059,Fairfax County,"18,259,513",,,
30023,Deer Lodge County,"129,444",,,
47001,Anderson County,"1,172,249",,,
37075,Graham County,"105,047",,,
54045,Logan County,"616,267",,,
54073,Pleasants County,"143,287",,,
51071,Giles County,"268,905",,,
54019,Fayette County,"771,715",,,
53061,Snohomish County,"9,792,095",,,
35015,Eddy County,"899,113",,,
31117,McPherson County,"8,713",,,
31145,Red Willow County,"196,705",,,
30051,Liberty County,"27,959",,,
48131,Duval County,"168,015",,,
29173,Ralls County,"132,377",,,
48251,Johnson County,"3,284,466",,,
13061,Clay County,"39,520",,,
41023,Grant County,"101,520",,,
41011,Coos County,"907,976",,,
48159,Franklin County,"174,937",,,
36113,Warren County,"476,878",,,
51113,Madison County,"220,253",,,
40005,Atoka County,"261,061",,,
17129,Menard County,"131,412",,,
13015,Bartow County,"1,546,481",,,
12069,Lake County,"4,761,571",,,
40111,Okmulgee County,"686,881",,,
38083,Sheridan County,"51,452",,,
18049,Fulton County,"302,266",,,
20091,Johnson County,"8,811,827",,,
24009,Calvert County,"914,178",,,
55129,Washburn County,"195,120",,,
53031,Jefferson County,"379,874",,,
72003,Aguada Municipio,"208,454",,,
27169,Winona County,"572,411",,,
28149,Warren County,"763,855",,,
29003,Andrew County,"231,231",,,
29139,Montgomery County,"146,054",,,
20021,Cherokee County,"277,606",,,
37083,Halifax County,"640,114",,,
35043,Sandoval County,"2,258,983",,,
21051,Clay County,"339,631",,,
42035,Clinton County,"417,860",,,
13235,Pulaski County,"137,094",,,
37015,Bertie County,"235,119",,,
37167,Stanly County,"807,080",,,
47143,Rhea County,"486,099",,,
37079,Greene County,"266,533",,,
21131,Leslie County,"176,116",,,
24039,Somerset County,"240,055",,,
17123,Marshall County,"125,428",,,
21143,Lyon County,"144,249",,,
48095,Concho County,"53,440",,,
48081,Coke County,"55,238",,,
47133,Overton County,"332,216",,,
26063,Huron County,"310,408",,,
26069,Iosco County,"248,606",,,
13069,Coffee County,"590,102",,,
13299,Ware County,"494,639",,,
38037,Grant County,"91,087",,,
22051,Jefferson Parish,"9,355,498",,,
22103,St. Tammany Parish,"6,002,835",,,
45045,Greenville County,"8,829,136",,,
46085,Lyman County,"56,235",,,
55121,Trempealeau County,"359,396",,,
6113,Yolo County,"1,396,353",,,
48431,Sterling County,"23,369",,,
48495,Winkler County,"128,166",,,
46071,Jackson County,"43,054",,,
49041,Sevier County,"221,423",,,
51036,Charles City County,"109,349",,,
20197,Wabaunsee County,"97,924",,,
27055,Houston County,"215,774",,,
21181,Nicholas County,"124,634",,,
25023,Plymouth County,"3,805,880",,,
36005,Bronx County,"10,031,654",,,
37055,Dare County,"476,835",,,
39103,Medina County,"2,439,379",,,
42005,Armstrong County,"715,291",,,
34001,Atlantic County,"2,180,385",,,
55071,Manitowoc County,"956,362",,,
55029,Door County,"350,076",,,
37047,Columbus County,"668,463",,,
39053,Gallia County,"390,395",,,
48441,Taylor County,"2,438,712",,,
26085,Lake County,"120,534",,,
26139,Ottawa County,"2,960,922",,,
17031,Cook County,"54,396,966",,,
17059,Gallatin County,"53,638",,,
45047,Greenwood County,"1,116,101",,,
20059,Franklin County,"369,340",,,
27027,Clay County,"756,449",,,
47075,Haywood County,"266,082",,,
49003,Box Elder County,"586,696",,,
28139,Tippah County,"370,192",,,
54051,Marshall County,"579,181",,,
54035,Jackson County,"526,513",,,
16039,Elmore County,"390,815",,,
24005,Baltimore County,"8,179,311",,,
38005,Benson County,"235,951",,,
29163,Pike County,"231,603",,,
39087,Lawrence County,"778,556",,,
29201,Scott County,"489,596",,,
39001,Adams County,"366,401",,,
48143,Erath County,"710,431",,,
13137,Habersham County,"627,374",,,
13319,Wilkinson County,"122,426",,,
54061,Monongalia County,"2,008,778",,,
39033,Crawford County,"557,485",,,
12027,DeSoto County,"395,042",,,
39059,Guernsey County,"512,329",,,
26015,Barry County,"610,286",,,
29209,Stone County,"397,954",,,
51760,Richmond city,"3,679,634",,,
37169,Stokes County,"579,039",,,
19039,Clarke County,"170,753",,,
19065,Fayette County,"343,435",,,
6041,Marin County,"1,609,488",,,
48381,Randall County,"2,455,126",,,
48401,Rusk County,"882,696",,,
19181,Warren County,"909,571",,,
39161,Van Wert County,"382,938",,,
12043,Glades County,"141,440",,,
13199,Meriwether County,"283,193",,,
50023,Washington County,"505,630",,,
46093,Meade County,"443,767",,,
29229,Wright County,"234,066",,,
30101,Toole County,"69,179",,,
36107,Tioga County,"353,063",,,
48287,Lee County,"292,199",,,
13121,Fulton County,"14,731,072",,,
48073,Cherokee County,"849,466",,,
29007,Audrain County,"323,605",,,
45029,Colleton County,"620,674",,,
55055,Jefferson County,"1,010,700",,,
22107,Tensas Parish,"93,778",,,
47123,Monroe County,"683,937",,,
20075,Hamilton County,"36,602",,,
19151,Pocahontas County,"124,364",,,
16045,Gem County,"257,258",,,
5063,Independence County,"636,805",,,
5085,Lonoke County,"1,267,427",,,
18111,Newton County,"205,437",,,
13119,Franklin County,"318,793",,,
12051,Hendry County,"457,873",,,
13265,Taliaferro County,"21,576",,,
48245,Jefferson County,"4,213,899",,,
30059,Meagher County,"26,662",,,
29087,Holt County,"55,104",,,
48295,Lipscomb County,"52,718",,,
37065,Edgecombe County,"644,243",,,
48241,Jasper County,"560,593",,,
49001,Beaver County,"71,797",,,
13213,Murray County,"546,305",,,
18075,Jay County,"304,785",,,
26117,Montcalm County,"663,615",,,
36083,Rensselaer County,"1,162,067",,,
12021,Collier County,"4,620,572",,,
35031,McKinley County,"1,027,647",,,
13017,Ben Hill County,"236,285",,,
5077,Lee County,"148,806",,,
12003,Baker County,"325,105",,,
13173,Lanier County,"135,353",,,
20159,Rice County,"134,683",,,
1015,Calhoun County,"2,020,284",,,
28059,Jackson County,"2,453,199",,,
21037,Campbell County,"1,546,942",,,
21057,Cumberland County,"99,863",,,
28107,Panola County,"563,487",,,
48195,Hansford County,"89,577",,,
48071,Chambers County,"760,310",,,
13239,Quitman County,"30,829",,,
5031,Craighead County,"1,904,165",,,
29195,Saline County,"298,651",,,
17193,White County,"148,617",,,
17039,De Witt County,"166,652",,,
32033,White Pine County,"118,162",,,
27049,Goodhue County,"545,035",,,
37173,Swain County,"183,966",,,
12101,Pasco County,"7,067,887",,,
12119,Sumter County,"1,683,051",,,
36059,Nassau County,"10,059,133",,,
38091,Steele County,"72,451",,,
18163,Vanderburgh County,"2,663,263",,,
29071,Franklin County,"1,358,402",,,
37011,Avery County,"230,470",,,
54107,Wood County,"1,566,512",,,
55007,Bayfield County,"188,876",,,
47161,Stewart County,"201,567",,,
55097,Portage County,"833,193",,,
45063,Lexington County,"4,911,204",,,
24003,Anne Arundel County,"5,734,926",,,
55039,Fond du Lac County,"1,223,387",,,
22071,Orleans Parish,"8,122,367",,,
1073,Jefferson County,"11,610,144",,,
1127,Walker County,"1,137,514",,,
29063,DeKalb County,"149,326",,,
12039,Gadsden County,"513,530",,,
13083,Dade County,"223,618",,,
28033,DeSoto County,"3,244,247",,,
51187,Warren County,"648,714",,,
17047,Edwards County,"66,361",,,
47113,Madison County,"1,474,281",,,
69110,Saipan Municipality,,,,
17125,Mason County,"140,802",,,
51197,Wythe County,"454,703",,,
13303,Washington County,"274,873",,,
53077,Yakima County,"2,995,645",,,
5143,Washington County,"4,314,121",,,
48213,Henderson County,"1,419,770",,,
55035,Eau Claire County,"1,258,744",,,
47153,Sequatchie County,"233,624",,,
48471,Walker County,"1,325,002",,,
4005,Coconino County,"1,787,513",,,
12087,Monroe County,"948,601",,,
39157,Tuscarawas County,"1,222,096",,,
9110,Capitol Planning Region,,,,
9120,Greater Bridgeport Planning Region,,,,
9130,Lower Connecticut River Valley Planning Region,,,,
9140,Naugatuck Valley Planning Region,,,,
9150,Northeastern Connecticut Planning Region,,,,
9160,Northwest Hills Planning Region,,,,
9170,South Central Connecticut Planning Region,,,,
9180,Southeastern Connecticut Planning Region,,,,
9190,Western Connecticut Planning Region,,,,
51710,Norfolk city,"3,737,380",,,
48389,Reeves County,"245,009",,,
51155,Pulaski County,"543,664",,,
37179,Union County,"3,234,528",,,
38053,McKenzie County,"533,195",,,
12091,Okaloosa County,"2,513,281",,,
6001,Alameda County,"10,240,887",,,
17013,Calhoun County,"48,304",,,
18085,Kosciusko County,"1,197,597",,,
28103,Noxubee County,"176,153",,,
5147,Woodruff County,"106,701",,,
34015,Gloucester County,"2,425,312",,,
33011,Hillsborough County,"3,383,335",,,
30045,Judith Basin County,"27,655",,,
37121,Mitchell County,"194,160",,,
30077,Powell County,"95,979",,,
41053,Polk County,"1,259,187",,,
41065,Wasco County,"373,805",,,
46105,Perkins County,"44,690",,,
19173,Taylor County,"104,037",,,
1129,Washington County,"271,737",,,
39039,Defiance County,"509,498",,,
54025,Greenbrier County,"626,060",,,
17121,Marion County,"402,242",,,
51051,Dickenson County,"228,675",,,
51007,Amelia County,"212,057",,,
13243,Randolph County,"89,143",,,
35029,Luna County,"372,060",,,
48355,Nueces County,"5,908,060",,,
56045,Weston County,"204,952",,,
72137,Toa Baja Municipio,"396,062",,,
17187,Warren County,"179,790",,,
1089,Madison County,"7,041,456",,,
47189,Wilson County,"2,355,328",,,
48063,Camp County,"209,964",,,
40067,Jefferson County,"101,810",,,
54085,Ritchie County,"163,080",,,
19145,Page County,"267,459",,,
20087,Jefferson County,"261,724",,,
22045,Iberia Parish,"1,500,956",,,
2158,Kusilvak Census Area,"68,785",,,
37133,Onslow County,"2,692,059",,,
1049,DeKalb County,"1,256,231",,,
36101,Steuben County,"673,158",,,
42053,Forest County,"78,669",,,
22105,Tangipahoa Parish,"3,010,567",,,
51179,Stafford County,"2,620,713",,,
26109,Menominee County,"231,040",,,
18073,Jasper County,"489,049",,,
13025,Brantley County,"247,731",,,
13171,Lamar County,"253,351",,,
18151,Steuben County,"509,393",,,
48361,Orange County,"1,426,876",,,
39047,Fayette County,"384,121",,,
25015,Hampshire County,"1,160,807",,,
21003,Allen County,"99,863",,,
37001,Alamance County,"2,290,194",,,
20073,Greenwood County,"86,084",,,
54031,Hardy County,"268,209",,,
72001,Adjuntas Municipio,"98,320",,,
55089,Ozaukee County,"1,095,824",,,
47163,Sullivan County,"2,388,975",,,
45059,Laurens County,"1,095,122",,,
56011,Crook County,"213,696",,,
55117,Sheboygan County,"1,388,393",,,
25013,Hampden County,"3,291,631",,,
48055,Caldwell County,"760,797",,,
20029,Cloud County,"128,606",,,
6027,Inyo County,"118,214",,,
1037,Coosa County,"182,193",,,
55123,Vernon County,"361,929",,,
29093,Iron County,"123,243",,,
48223,Hopkins County,"615,982",,,
36001,Albany County,"2,295,819",,,
48225,Houston County,"374,434",,,
39111,Monroe County,"179,638",,,
20165,Rush County,"41,028",,,
18107,Montgomery County,"562,556",,,
20187,Stanton County,"29,715",,,
21129,Lee County,"120,423",,,
27071,Koochiching County,"140,013",,,
48029,Bexar County,"34,599,736",,,
8013,Boulder County,"3,204,308",,,
47089,Jefferson County,"807,486",,,
40097,Mayes County,"728,728",,,
37093,Hoke County,"677,489",,,
31131,Otoe County,"291,939",,,
42023,Cameron County,"50,774",,,
45035,Dorchester County,"2,676,907",,,
27161,Waseca County,"217,679",,,
46015,Brule County,"78,768",,,
47177,Warren County,"606,097",,,
17023,Clark County,"165,950",,,
21201,Robertson County,"36,410",,,
47095,Lake County,"106,763",,,
45015,Berkeley County,"3,949,578",,,
5051,Garland County,"1,686,348",,,
20139,Osage County,"225,008",,,
39155,Trumbull County,"2,667,098",,,
48333,Mills County,"75,935",,,
48359,Oldham County,"37,816",,,
42019,Butler County,"2,179,666",,,
16049,Idaho County,"227,007",,,
20115,Marion County,"169,023",,,
51029,Buckingham County,"269,995",,,
36099,Seneca County,"246,439",,,
21125,Laurel County,"1,029,471",,,
47121,Meigs County,"187,499",,,
29213,Taney County,"716,593",,,
13269,Taylor County,"107,704",,,
51830,Williamsburg city,"245,405",,,
48415,Scurry County,"285,345",,,
8047,Gilpin County,"56,871",,,
40087,McClain County,"764,977",,,
54071,Pendleton County,"117,460",,,
51139,Page County,"380,708",,,
40079,Le Flore County,"898,066",,,
54089,Summers County,"227,909",,,
37119,Mecklenburg County,"14,874,544",,,
34013,Essex County,"6,719,636",,,
29115,Linn County,"153,470",,,
13209,Montgomery County,"119,273",,,
41055,Sherman County,"25,067",,,
54053,Mason County,"482,453",,,
54021,Gilmer County,"141,276",,,
28063,Jefferson County,"123,290",,,
38079,Rolette County,"484,610",,,
30103,Treasure County,"9,563",,,
21049,Clark County,"608,762",,,
72101,Morovis Municipio,"158,184",,,
26005,Allegan County,"1,192,840",,,
47005,Benton County,"235,778",,,
27015,Brown County,"297,100",,,
47137,Pickett County,"74,587",,,
51109,Louisa County,"595,684",,,
18145,Shelby County,"664,171",,,
30091,Sheridan County,"48,603",,,
31063,Frontier County,"46,076",,,
72089,Luquillo Municipio,"97,499",,,
1007,Bibb County,"391,048",,,
28075,Lauderdale County,"1,199,804",,,
27011,Big Stone County,"59,147",,,
27013,Blue Earth County,"798,924",,,
51091,Highland County,"35,754",,,
51177,Spotsylvania County,"2,352,964",,,
33017,Strafford County,"1,049,079",,,
13153,Houston County,"2,325,300",,,
2130,Ketchikan Gateway Borough,"114,771",,,
26035,Clare County,"303,372",,,
20157,Republic County,"66,986",,,
12127,Volusia County,"6,724,218",,,
40017,Canadian County,"3,136,241",,,
72115,Quebradillas Municipio,"129,202",,,
35019,Guadalupe County,"65,709",,,
21163,Meade County,"493,015",,,
21179,Nelson County,"769,989",,,
21187,Owen County,"185,036",,,
19041,Clay County,"287,803",,,
30025,Fallon County,"42,421",,,
46107,Potter County,"39,226",,,
48109,Culberson County,"37,111",,,
23005,Cumberland County,"2,489,374",,,
48013,Atascosa County,"817,882",,,
20095,Kingman County,"106,662",,,
6093,Siskiyou County,"277,561",,,
46037,Day County,"82,370",,,
48375,Potter County,"1,942,815",,,
40133,Seminole County,"441,246",,,
45003,Aiken County,"2,806,085",,,
60020,Manu'a District,,,,
6045,Mendocino County,"564,432",,,
51550,Chesapeake city,"4,050,059",,,
69120,Tinian Municipality,,,,
72153,Yauco Municipio,"188,848",,,
56037,Sweetwater County,"1,262,812",,,
48169,Garza County,"96,330",,,
42119,Union County,"476,080",,,
51041,Chesterfield County,"6,069,891",,,
8023,Costilla County,"34,414",,,
48099,Coryell County,"1,428,942",,,
19001,Adair County,"130,467",,,
13053,Chattahoochee County,"130,678",,,
6043,Mariposa County,"108,287",,,
29089,Howard County,"130,184",,,
41047,Marion County,"4,871,603",,,
55079,Milwaukee County,"10,823,586",,,
27139,Scott County,"1,772,914",,,
39129,Pickaway County,"777,068",,,
51145,Powhatan County,"480,881",,,
8014,Broomfield County,"744,852",,,
47099,Lawrence County,"653,128",,,
18147,Spencer County,"295,584",,,
21099,Hart County,"318,242",,,
21137,Lincoln County,"403,133",,,
30005,Blaine County,"97,303",,,
41003,Benton County,"1,371,821",,,
27133,Rock County,"111,501",,,
42063,Indiana County,"916,465",,,
22061,Lincoln Parish,"1,063,544",,,
42099,Perry County,"506,847",,,
46137,Ziebach County,"37,215",,,
48203,Harrison County,"1,175,231",,,
26013,Baraga County,"81,179",,,
40131,Rogers County,"1,832,547",,,
29019,Boone County,"2,408,018",,,
72097,Mayagüez  Municipio,"384,231",,,
40015,Caddo County,"505,306",,,
8059,Jefferson County,"5,637,619",,,
54011,Cabell County,"1,743,012",,,
48383,Reagan County,"56,498",,,
5141,Van Buren County,"267,065",,,
8117,Summit County,"303,749",,,
20035,Cowley County,"494,801",,,
5071,Johnson County,"435,584",,,
36041,Hamilton County,"36,842",,,
51045,Craig County,"78,824",,,
48083,Coleman County,"131,845",,,
2290,Yukon-Koyukuk Census Area,"44,734",,,
4017,Navajo County,"1,348,142",,,
28085,Lincoln County,"590,731",,,
48357,Ochiltree County,"169,057",,,
48103,Crane County,"78,186",,,
56003,Big Horn County,"347,118",,,
46003,Aurora County,"39,767",,,
2013,Aleutians East Borough,"28,069",,,
31061,Franklin County,"53,450",,,
24029,Kent County,"186,899",,,
20037,Crawford County,"555,269",,,
27023,Chippewa County,"143,524",,,
46103,Pennington County,"1,718,279",,,
45049,Hampton County,"309,805",,,
16043,Fremont County,"184,012",,,
13029,Bryan County,"593,254",,,
51053,Dinwiddie County,"449,778",,,
12111,St. Lucie County,"4,164,429",,,
36055,Monroe County,"5,466,993",,,
46083,Lincoln County,"1,065,651",,,
55017,Chippewa County,"787,114",,,
55073,Marathon County,"1,625,409",,,
32007,Elko County,"686,707",,,
54007,Braxton County,"238,755",,,
26165,Wexford County,"330,189",,,
48079,Cochran County,"42,890",,,
42013,Blair County,"1,337,097",,,
29085,Hickory County,"108,142",,,
29009,Barry County,"444,526",,,
27123,Ramsey County,"6,154,636",,,
5081,Little River County,"203,934",,,
32019,Lyon County,"745,955",,,
12071,Lee County,"9,548,394",,,
41033,Josephine County,"1,232,714",,,
72091,Manatí  Municipio,"215,996",,,
28113,Pike County,"681,295",,,
47031,Coffee County,"850,105",,,
48439,Tarrant County,"36,196,811",,,
24033,Prince George's County,"9,153,778",,,
51169,Scott County,"346,092",,,
48239,Jackson County,"251,510",,,
40085,Love County,"187,360",,,
13289,Twiggs County,"110,130",,,
39099,Mahoning County,"2,999,323",,,
1087,Macon County,"340,064",,,
17191,Wayne County,"173,008",,,
48437,Swisher County,"118,523",,,
29151,Osage County,"171,560",,,
17089,Kane County,"5,474,328",,,
6017,El Dorado County,"1,211,092",,,
45055,Kershaw County,"1,091,674",,,
37073,Gates County,"137,448",,,
8089,Otero County,"182,639",,,
41019,Douglas County,"1,577,911",,,
50003,Bennington County,"315,844",,,
12019,Clay County,"2,630,620",,,
37183,Wake County,"15,259,318",,,
39061,Hamilton County,"10,967,012",,,
34003,Bergen County,"7,538,513",,,
32017,Lincoln County,"59,132",,,
2180,Nome Census Area,"82,915",,,
55061,Kewaunee County,"241,942",,,
48369,Parmer County,"165,881",,,
40151,Woods County,"161,884",,,
21063,Elliott County,"122,926",,,
25003,Berkshire County,"912,857",,,
29041,Chariton County,"95,351",,,
8103,Rio Blanco County,"63,554",,,
8087,Morgan County,"282,476",,,
41045,Malheur County,"439,986",,,
34023,Middlesex County,"6,814,093",,,
20191,Sumner County,"321,666",,,
26127,Oceana County,"261,330",,,
27065,Kanabec County,"183,625",,,
