geo_id,county_name,named_wetlands,wetland_count
08057,Jackson County,[],241
08059,Jefferson County,['Wetland Hazard on 6th hole'],153
08063,Kit Carson County,[],2
08065,Lake County,[],155
08067,La Plata County,[],4
08069,Larimer County,"['Rawah Bog', 'Cub Creek Beaver Ponds', 'Hollowell Park', 'Hidden Valley Beaver Wetlands', 'Cirque Meadow', 'Nancy Grey Wetlands']",195
08071,Las Animas County,['Mike Gagliardi Reservoir'],10
08073,Lincoln County,[],7
08075,Logan County,[],61
08077,Mesa County,"['Wastewater Reclamation Facility', 'Burckhalter Reservoir Number 1', 'Spring Creek Reservoir Number 1']",170
08079,Mineral County,[],29
08081,Moffat County,[],61
08083,Montezuma County,[],9
08085,Montrose County,[],38
08087,Morgan County,['Morgan Game and Fish Conservation Club Pond'],10
08089,Otero County,[],21
08091,Ouray County,[],5
08093,Park County,[],14
08095,Phillips County,[],4
08097,Pitkin County,[],101
08099,Prowers County,[],12
08101,Pueblo County,[],45
08103,Rio Blanco County,['White Springs'],83
08105,Rio Grande County,[],31
08107,Routt County,[],26
08109,Saguache County,['Willow Creek Park'],235
08111,San Juan County,[],24
08113,San Miguel County,[],48
08115,Sedgwick County,[],3
08117,Summit County,[],126
08119,Teller County,['East Beaver Creek'],11
08121,Washington County,[],11
08123,Weld County,"['Coal Bank Watershed CB-1 Reservoir', 'Faber Reservoir']",126
08125,Yuma County,[],10
09110,Capitol Planning Region,"['Hog Swamp', 'Bryant Pond', 'Fagnoni Pond', 'Orchard Hill Detention Pond', 'Glastonbury Meadows', 'Addison Bog', 'Phantom Pond', 'Chapman Pond', 'Hart Meadow', 'Talcott Reservoir', 'Welles Pond', 'Swamp', 'vernal pool', 'Bugbee Reservoir', 'Cold Spring Reservoir', 'Bear Swamp', 'Miller Pond', 'Blackledge River Dam', 'Merrow Swamp', 'Warner Swamp', 'Eatons Pond', 'CCC fire pool?', 'Cedar Swamp', 'Star Pond', 'Upper Storrs Pumping Station Pond', 'Goose Reef', 'Converse Pond', 'Beaverdam Marsh', 'Great Marsh', 'Haas Pond', 'Taylor Pond', 'beaver swamp']",1223
09120,Greater Bridgeport Planning Region,"['Old Dam Road Marsh Open Space', 'Pin Oak Swamp', 'Old Field Marsh Open Space', 'Pine Creek Marsh', 'Welch Terrace Marsh Open Space', 'Wolves Swamp', 'Garden Marsh', 'Monroe/Easton Inland Wetland (Ce)', 'Town of Monroe Inland Wetland (Rd)']",126
09130,Lower Connecticut River Valley Planning Region,"['Kelsey Pond', 'Pequot Swamp', 'Great Island Marshes', 'Marvin Island', 'Calves Island', 'Cedar Swamp', 'Turtle Creek Preserve', 'Rat Island', 'Sheepskin Hollow Pond', 'Pecks Meadow', 'Wilcox Pond', 'Pecausett Meadows', 'Wangunk Meadows', 'Hales Pond', 'Webb Swamp']",555
