object_id,line_id,line_type,status,owner,voltage_kv,voltage_class,inferred,substation_1,substation_2,naics_desc,shape_length
5449,147759,AC; OVERHEAD,NOT AVAILABLE,NOT AVAILABLE,138,100-161,Y,BAYOU COVE PEAKING POWER,NOT AVAILABLE,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,124.112420060889
5450,147760,AC; OVERHEAD,IN SERVICE,NOT AVAILABLE,138,100-161,Y,UNKNOWN113753,TAP136898,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,28347.3474808729
5451,147762,AC; OVERHEAD,IN SERVICE,NOT AVAILABLE,345,345,N,HILLS,SUB 92,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,35332.0015472169
5453,147765,AC; OVERHEAD,IN SERVICE,ALABAMA POWER CO,115,100-161,Y,TAP142508,TAP142509,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,10286.7695732282
5458,147771,AC; OVERHEAD,IN SERVICE,"DUKE ENERGY FLORIDA, INC",115,100-161,Y,TAP143307,ERIDU,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,76.4403981890412
5464,147774,AC; OVERHEAD,IN SERVICE,UNION ELECTRIC CO - (MO),161,100-161,N,UNKNOWN117795,JIM HILL,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,53619.8751083467
5465,147775,AC; OVERHEAD,IN SERVICE,KENTUCKY POWER CO,138,100-161,Y,CONSOLIDATED COAL,TAP152108,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,1940.17749608856
5467,147778,AC; OVERHEAD,IN SERVICE,PENNSYLVANIA ELECTRIC CO,230,220-287,Y,TAP139780,GLADE,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,11469.4485449943
5468,147779,AC; OVERHEAD,IN SERVICE,VIRGINIA ELECTRIC & POWER CO,230,220-287,N,FOUR RIVERS,BEAR ISLAND,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,997.261622993074
5470,147781,AC; OVERHEAD,IN SERVICE,GEORGIA POWER CO,230,220-287,Y,BOULEVARD,UNKNOWN116571,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,20277.5033315473
5473,147777,AC; OVERHEAD,IN SERVICE,TENNESSEE VALLEY AUTHORITY,161,100-161,Y,UNKNOWN109604,TAP144777,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,260.569092994728
5475,147785,AC; OVERHEAD,IN SERVICE,PROGRESS ENERGY CAROLINAS INC,115,100-161,Y,UNKNOWN112251,TAP148445,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,39.9434360241717
5476,147792,AC; OVERHEAD,IN SERVICE,GEORGIA POWER CO,115,100-161,Y,UNKNOWN113523,THOMSON PRIMARY,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,32398.0885089324
5481,147796,AC; OVERHEAD,IN SERVICE,NOT AVAILABLE,115,100-161,Y,ALTAVISTA POWER STATION,TAP146717,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,1004.50992275422
5484,147804,AC; OVERHEAD,IN SERVICE,ENTERGY GULF STATES - LA LLC,138,100-161,Y,FLORIDA,SEARS,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,3530.2395828133
5486,147798,AC; OVERHEAD,IN SERVICE,ALABAMA POWER CO,115,100-161,Y,UNKNOWN109246,UNKNOWN109247,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,48941.1982299426
5487,147802,AC; OVERHEAD,IN SERVICE,PUBLIC SERVICE CO OF OKLAHOMA,138,100-161,Y,TAP148878,TAP148879,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,94.8494632277186
5489,147805,AC; OVERHEAD,IN SERVICE,AMERICAN TRANSMISSION CO,138,100-161,N,PORTAGE,COLUMBIA,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,12704.4885481597
5729,148142,AC; OVERHEAD,IN SERVICE,VIRGINIA ELECTRIC & POWER CO,230,220-287,N,UNKNOWN114530,TAP147063,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,15105.8320125504
5730,148143,AC; OVERHEAD,IN SERVICE,ALABAMA POWER CO,115,100-161,Y,BARRY,UNKNOWN109132,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,4976.45032108253
5731,148145,AC; OVERHEAD,IN SERVICE,AMERICAN TRANSMISSION CO,138,100-161,N,GREENLEAF,LOST DAUPHIN,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,12118.5691283754
5732,132767,AC; OVERHEAD,IN SERVICE,NEW YORK STATE ELEC & GAS CORP,115,100-161,N,PAWLING,SYLVAN LAKE,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,17695.5436046515
5733,148147,AC; OVERHEAD,IN SERVICE,NOT AVAILABLE,138,100-161,N,UNKNOWN118255,UNKNOWN118256,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,49659.4702228722
5734,148149,AC; OVERHEAD,IN SERVICE,GEORGIA POWER CO,230,220-287,N,KRAFT,MCINTOSH,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,30987.8146479684
5736,148151,AC; OVERHEAD,IN SERVICE,NOT AVAILABLE,161,100-161,Y,NORTHEAST (MO),UNKNOWN117483,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,701.091778433181
5738,148154,AC; OVERHEAD,IN SERVICE,KCP&L GREATER MISSOURI OPERATIONS CO.,161,100-161,Y,UNKNOWN121416,UNKNOWN121417,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,28358.5434908231
5739,148155,AC; OVERHEAD,IN SERVICE,PUBLIC SERVICE CO OF OKLAHOMA,138,100-161,Y,UNKNOWN118729,TAP149238,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,93.1876862679063
5743,148160,AC; OVERHEAD,IN SERVICE,NOT AVAILABLE,138,100-161,Y,TAP148663,TAP148664,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,3315.22127728063
5744,148161,AC; OVERHEAD,IN SERVICE,NOT AVAILABLE,115,100-161,Y,UNKNOWN115443,TAP147998,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,102.247088154585
5746,148165,AC; OVERHEAD,IN SERVICE,GEORGIA POWER CO,230,220-287,Y,UNKNOWN111540,UNKNOWN116276,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,5892.93053511832
5747,148167,AC; OVERHEAD,IN SERVICE,NOT AVAILABLE,230,220-287,N,UNKNOWN120416,DAVIS,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,28033.5023735618
5750,148346,AC; OVERHEAD,IN SERVICE,NIAGARA MOHAWK POWER CORP.,115,100-161,Y,UNKNOWN124122,TAP139863,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,73.6186131610115
5753,148176,AC; OVERHEAD,IN SERVICE,GEORGIA POWER CO,115,100-161,Y,UNKNOWN112280,TAP142352,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,11142.5252718895
5756,148181,AC; OVERHEAD,IN SERVICE,TENNESSEE VALLEY AUTHORITY,161,100-161,Y,SAVANNAH,UNKNOWN154416,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,279.18080901824
5757,148162,AC; OVERHEAD,IN SERVICE,NOT AVAILABLE,230,220-287,N,POMARIA,TAP152561,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,3991.67080165499
5758,148182,AC; OVERHEAD,IN SERVICE,DUKE ENERGY INDIANA INC,138,100-161,Y,TAP138314,TAP138315,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,19060.4149339142
5759,148185,AC; OVERHEAD,IN SERVICE,TENNESSEE VALLEY AUTHORITY,500,500,Y,SEQUOYAH,TAP155408,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,33830.9589300237
5760,148186,AC; OVERHEAD,IN SERVICE,PUBLIC SERVICE CO OF OKLAHOMA,138,100-161,Y,TULSA NORTH (138KV),TAP149695,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,21284.6599959538
5762,148189,AC; OVERHEAD,IN SERVICE,SOUTH CAROLINA ELECTRIC&GAS CO,115,100-161,Y,UNKNOWN118221,TAP152550,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,1535.66782292313
5763,148193,AC; OVERHEAD,IN SERVICE,KINGSPORT POWER CO,138,100-161,Y,OREBANK,EDENS RIDGE,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,17573.1922402161
5764,148195,AC; OVERHEAD,IN SERVICE,GEORGIA POWER CO,115,100-161,Y,UNKNOWN112280,UNKNOWN112282,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,15343.2716683748
5766,148202,AC; OVERHEAD,NOT AVAILABLE,ENTERGY LOUISIANA LLC,230,220-287,Y,WILLOW GLEN (230KV),NOT AVAILABLE,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,1169.73786547651
5767,148194,AC; OVERHEAD,IN SERVICE,AMEREN ILLINOIS COMPANY,138,100-161,Y,UNKNOWN123143,TAP138279,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,3300.78653831886
5768,148221,AC; OVERHEAD,IN SERVICE,SOUTH CAROLINA ELECTRIC&GAS CO,115,100-161,Y,UNKNOWN120979,TAP142292,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,4787.10479134106
5770,148205,AC; OVERHEAD,IN SERVICE,SOUTH CAROLINA ELECTRIC&GAS CO,115,100-161,Y,UNKNOWN118229,UNKNOWN118230,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,70342.5708787381
5771,148209,AC; OVERHEAD,IN SERVICE,MISSISSIPPI POWER CO,115,100-161,Y,UNKNOWN110015,UNKNOWN110016,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,7794.0925102956
5772,148211,AC; OVERHEAD,IN SERVICE,"AMERICAN ELECTRIC POWER CO., INC",138,100-161,N,TAP140022,FINDLAY,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,30916.8579152691
5773,148228,AC; OVERHEAD,IN SERVICE,NOT AVAILABLE,138,100-161,Y,UNKNOWN152394,TAP152395,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,60.3590587029719
5774,148229,AC; OVERHEAD,IN SERVICE,KCP&L GREATER MISSOURI OPERATIONS CO.,161,100-161,Y,UNKNOWN117545,UNKNOWN121069,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,17013.3971754676
5775,148204,AC; OVERHEAD,IN SERVICE,GEORGIA POWER CO,115,100-161,Y,UNKNOWN115784,UNKNOWN115785,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,5753.62049544272
5776,148347,AC; OVERHEAD,IN SERVICE,DUKE ENERGY INDIANA INC,345,345,Y,UNKNOWN123368,DEQUINE,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,5765.08453569803
5777,148212,AC; OVERHEAD,IN SERVICE,NOT AVAILABLE,138,100-161,N,UNKNOWN118238,MURRAY GILL,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,16369.0957603029
5778,148214,AC; OVERHEAD,IN SERVICE,NOT AVAILABLE,230,220-287,Y,UNKNOWN114166,TAP147454,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,114.24047933297
5779,148216,AC; OVERHEAD,NOT AVAILABLE,EMPIRE DISTRICT ELECTRIC CO,161,100-161,N,UNKNOWN107928,NOT AVAILABLE,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,459.609676942805
5780,148217,AC; OVERHEAD,IN SERVICE,MISSISSIPPI POWER CO,115,100-161,Y,TAP141970,TAP141985,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,190.762590679405
5782,148219,AC; OVERHEAD,IN SERVICE,PUBLIC SERVICE CO OF OKLAHOMA,138,100-161,Y,UNKNOWN118749,TAP149557,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,1274.91899690724
5783,148305,AC; OVERHEAD,IN SERVICE,METROPOLITAN EDISON CO,230,220-287,Y,UNKNOWN123616,UNKNOWN123617,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,336.532737497406
5784,148222,AC; OVERHEAD,IN SERVICE,DELMARVA POWER,138,100-161,Y,GLASGOW,MT. PLEASANT,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,23210.6385249952
5787,148227,AC; OVERHEAD,IN SERVICE,NOT AVAILABLE,138,100-161,Y,UNKNOWN113866,UNKNOWN152400,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,11437.6019224309
5788,148226,AC; OVERHEAD,IN SERVICE,"DUKE ENERGY FLORIDA, INC",115,100-161,Y,UNKNOWN108202,TAP143308,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,159.490267186271
5789,136627,AC; OVERHEAD,IN SERVICE,NEW YORK STATE ELEC & GAS CORP,115,100-161,Y,CROTON FALLS,UNKNOWN139291,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,10495.7189553588
5790,148233,AC; OVERHEAD,NOT AVAILABLE,NOT AVAILABLE,230,220-287,Y,CROSSROADS ENERGY CENTER,NOT AVAILABLE,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,77.4355133386467
5791,148251,AC; OVERHEAD,IN SERVICE,SOUTH CAROLINA ELECTRIC&GAS COMPANY,115,100-161,Y,THOMAS ISLAND,TAP147108,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,6240.28726616735
5792,148234,AC; OVERHEAD,IN SERVICE,MONONGAHELA POWER CO,138,100-161,Y,UNKNOWN108791,UNKNOWN130971,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,61439.2330711557
5793,148235,AC; OVERHEAD,IN SERVICE,NORTHERN INDIANA PUB SERV CO,138,100-161,Y,PLYMOUTH,BURR OAK,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,17784.1874160824
5794,148236,AC; OVERHEAD,IN SERVICE,NOT AVAILABLE,345,345,Y,CRETE ENERGY VENTURE LLC,TAP138153,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,202.416225510514
5795,148237,AC; OVERHEAD,IN SERVICE,"DUKE ENERGY CAROLINAS, LLC",100,100-161,Y,UNKNOWN110970,TAP152528,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,5611.15250695743
5797,148240,AC; OVERHEAD,IN SERVICE,EMERA MAINE,115,100-161,Y,UNKNOWN136689,GRAHAM,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,71646.4004629631
5798,148241,AC; OVERHEAD,IN SERVICE,"ALLETE, INC.",115,100-161,N,TAP134722,TAP134727,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,11142.609277446
5799,148242,AC; OVERHEAD,IN SERVICE,NOT AVAILABLE,115,100-161,Y,TAP136311,WOONSOCKET,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,2539.55735438725
5803,148247,AC; OVERHEAD,IN SERVICE,FITCHBURG GAS AND ELECTRIC LIGHT COMPANY,115,100-161,Y,UNKNOWN133577,TAP139726,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,153.053711376662
5804,148249,AC; OVERHEAD,IN SERVICE,OHIO POWER CO,138,100-161,Y,HOWARD,UNKNOWN114972,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,33450.2705791655
5805,148253,AC; OVERHEAD,IN SERVICE,NIAGARA MOHAWK POWER CORP.,115,100-161,Y,TILDEN,TAP145267,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,6352.86043475576
5808,148248,AC; OVERHEAD,IN SERVICE,FLORIDA POWER & LIGHT CO,115,100-161,N,TAP142109,TAP142116,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,7738.9813012779
5809,148256,AC; OVERHEAD,NOT AVAILABLE,APPALACHIAN POWER CO,138,100-161,Y,PHILPOTT,NOT AVAILABLE,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,735.603001414901
5810,148257,AC; OVERHEAD,IN SERVICE,THE POTOMAC EDISON COMPANY,500,500,N,TAP139321,TAP139322,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,30.6428997912793
5812,148306,AC; OVERHEAD,IN SERVICE,AMERICAN TRANSMISSION CO,138,100-161,N,TWIN LAKE,TAP138648,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,41.8687804058175
5814,148261,AC; OVERHEAD,IN SERVICE,ALABAMA POWER CO,230,220-287,Y,UNKNOWN109244,UNKNOWN109287,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,3169.93228979999
5815,148262,AC; OVERHEAD,IN SERVICE,NOT AVAILABLE,100,100-161,Y,UNKNOWN110876,CLIFFSIDE,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,9449.12207910137
5817,148265,AC; OVERHEAD,NOT AVAILABLE,NOT AVAILABLE,115,100-161,Y,POTTER STATION 2,NOT AVAILABLE,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,134.923555828918
5818,148266,AC; OVERHEAD,IN SERVICE,"DUKE ENERGY CAROLINAS, LLC",100,100-161,Y,UNKNOWN115085,UNKNOWN115091,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,10645.4719791479
5820,148279,AC; OVERHEAD,IN SERVICE,NOT AVAILABLE,100,100-161,Y,UNKNOWN114718,UNKNOWN114985,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,17756.1222959161
5822,148284,AC; OVERHEAD,IN SERVICE,NOT AVAILABLE,100,100-161,Y,UNKNOWN114318,UNKNOWN114466,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,10951.0519642172
5823,148285,AC; OVERHEAD,IN SERVICE,FLORIDA POWER & LIGHT CO,230,220-287,Y,UNKNOWN108595,UNKNOWN108643,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,17777.888613854
5824,148283,AC; OVERHEAD,IN SERVICE,UNION ELECTRIC CO - (MO),161,100-161,Y,TAP140539,TAP140540,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,60.8686385776612
5825,148428,AC; OVERHEAD,IN SERVICE,NOT AVAILABLE,115,100-161,Y,UNKNOWN133630,SOUTH WRENTHAM,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,188.719480840772
5826,148273,AC; OVERHEAD,IN SERVICE,AMERICAN TRANSMISSION CO,138,100-161,N,LOST DAUPHIN,RED MAPLE,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,6862.27202384938
5827,148274,AC; OVERHEAD,IN SERVICE,NOT AVAILABLE,115,100-161,Y,TAP136315,WOLF HILL,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,52.8623049136922
5830,148280,AC; OVERHEAD,IN SERVICE,MONONGAHELA POWER CO,138,100-161,Y,UNKNOWN108795,TAP140079,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,22871.2981411672
5832,148282,AC; OVERHEAD,IN SERVICE,INDIANA MICHIGAN POWER CO,138,100-161,Y,TAP141266,LINCOLN,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,6391.32598237075
5833,148287,AC; OVERHEAD,IN SERVICE,ALABAMA POWER CO,115,100-161,Y,TAP143824,TUSCALOOSA T.S.,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,3714.84967098918
5834,148269,OVERHEAD,NOT AVAILABLE,DAWSON POWER DISTRICT,115,100-161,Y,JOHNSON 1,NOT AVAILABLE,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,76.2885525101199
5836,148288,AC; OVERHEAD,IN SERVICE,"ALLETE, INC.",115,100-161,N,SYL LASKIN,UNKNOWN130469,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,24442.3697817498
5837,148289,AC; OVERHEAD,IN SERVICE,"DUKE ENERGY CAROLINAS, LLC",100,100-161,Y,UNKNOWN114658,UNKNOWN114659,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,2363.18906005277
5838,148290,AC; OVERHEAD,NOT AVAILABLE,GEORGIA TRANSMISSION CORP,230,220-287,N,BACONTON POWER PLANT,NOT AVAILABLE,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,298.357417112721
5841,148294,AC; OVERHEAD,IN SERVICE,PENNSYLVANIA ELECTRIC CO,115,100-161,Y,UNKNOWN124174,UNKNOWN124175,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,34879.2750896147
5842,148296,AC; OVERHEAD,IN SERVICE,TENNESSEE VALLEY AUTHORITY,161,100-161,Y,TAP155168,RADNOR,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,262.02916410074
5843,148297,AC; OVERHEAD,NOT AVAILABLE,ENTERGY LOUISIANA LLC,138,100-161,Y,WILLOW GLEN (500KV),NOT AVAILABLE,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,838.917746185412
5845,148300,AC; OVERHEAD,IN SERVICE,MONONGAHELA POWER CO,138,100-161,Y,UNKNOWN108835,TAP138753,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,1165.57834098661
5846,148301,AC; OVERHEAD,IN SERVICE,ALABAMA POWER CO,115,100-161,Y,UNKNOWN109116,TAP145848,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,157.97451709327
5847,148302,AC; OVERHEAD,NOT AVAILABLE,ENTERGY GULF STATES - LA LLC,138,100-161,Y,ST FRANCISVILLE MILL,NOT AVAILABLE,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,186.052819329306
5848,148303,AC; OVERHEAD,IN SERVICE,SOUTHWESTERN ELECTRIC POWER CO,138,100-161,Y,UNKNOWN116784,TAP141993,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,240.7988514882
5850,148307,AC; OVERHEAD,IN SERVICE,APPALACHIAN POWER CO,138,100-161,Y,SPRIGG,CHAUNCEY TAP,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,25246.701355144
5851,148310,AC; OVERHEAD,IN SERVICE,NOT AVAILABLE,115,100-161,Y,SILVER CREEK,UNKNOWN110166,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,11436.1349943897
5854,148315,AC; OVERHEAD,IN SERVICE,OMAHA PUBLIC POWER DISTRICT,345,345,N,UNKNOWN131651,SARPY COUNTY,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,13195.9466598585
5856,148319,AC; OVERHEAD,IN SERVICE,APPALACHIAN POWER CO,138,100-161,Y,UNKNOWN108922,TAP154995,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,400.307173660921
5857,148320,AC; OVERHEAD,IN SERVICE,TENNESSEE VALLEY AUTHORITY,161,100-161,Y,UNKNOWN120788,SHELTON ROAD,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,22108.9979193483
5858,148321,AC; OVERHEAD,IN SERVICE,PREPA,115,100-161,N,UNKNOWN141691,TAP141786,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,5734.86979566436
5862,148311,AC; OVERHEAD,IN SERVICE,SOUTHWESTERN POWER ADMINISTRATION,138,100-161,Y,UNKNOWN118922,UNKNOWN118923,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,5014.96201108748
5863,148322,AC; OVERHEAD,IN SERVICE,VERMONT ELECTRIC POWER CO,115,100-161,N,UNKNOWN132786,TAP136809,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,7102.46019498188
5864,148325,AC; OVERHEAD,IN SERVICE,APPALACHIAN POWER CO,138,100-161,Y,UNKNOWN108942,TAP137779,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,16831.0866955036
5865,148326,AC; OVERHEAD,IN SERVICE,"DUKE ENERGY FLORIDA, INC",115,100-161,Y,TAP143151,BROOKSVILLE WEST,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,4184.11159125294
5866,148327,AC; OVERHEAD,IN SERVICE,ALABAMA POWER CO,115,100-161,Y,UNKNOWN109013,TAP143022,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,8642.9708001177
5867,148328,AC; OVERHEAD,IN SERVICE,"DUKE ENERGY CAROLINAS, LLC",161,100-161,Y,FONTANA,ALCOA SW STATION,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,55104.5569612932
5868,148331,AC; OVERHEAD,IN SERVICE,NOT AVAILABLE,138,100-161,Y,UNKNOWN123987,GREENTOWN,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,42106.1404428546
5869,148334,AC; OVERHEAD,IN SERVICE,NOT AVAILABLE,115,100-161,Y,TAP134927,UNKNOWN134939,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,2282.03053854249
5870,148335,AC; OVERHEAD,IN SERVICE,NSTAR ELECTRIC COMPANY,345,345,N,UNKNOWN133456,TAP135423,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,31097.2707197367
5871,148337,AC; OVERHEAD,IN SERVICE,INDIANAPOLIS POWER & LIGHT CO,138,100-161,Y,UNKNOWN124511,SOUTHWEST,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,6125.53513069111
5872,148367,AC; OVERHEAD,IN SERVICE,JERSEY CENTRAL POWER & LT CO,230,220-287,Y,UNKNOWN132393,WHIPPANY,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,203.2156334428
5873,148338,AC; OVERHEAD,IN SERVICE,OKLAHOMA GAS & ELECTRIC CO,138,100-161,Y,UNKNOWN118362,UNKNOWN118424,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,11826.5530344893
5876,148336,OVERHEAD,NOT AVAILABLE,JERSEY CENTRAL POWER & LT CO,230,220-287,Y,SAYREVILLE,NOT AVAILABLE,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,156.012888634479
5877,148348,AC; OVERHEAD,IN SERVICE,"DUKE ENERGY INDIANA, LLC",230,220-287,N,UNKNOWN124011,NOBLESVILLE,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,23240.1224896667
5878,148351,AC; OVERHEAD,IN SERVICE,INDIANA MICHIGAN POWER CO,345,345,N,KENZIE CREEK,TWIN BRANCH (345 KV),ELECTRIC BULK POWER TRANSMISSION AND CONTROL,33860.6629758599
5879,148368,UNDERGROUND,IN SERVICE,NOT AVAILABLE,120,100-161,Y,TAP139981,TAP139982,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,1244.60345854697
5880,148345,AC; OVERHEAD,IN SERVICE,DELMARVA POWER,138,100-161,Y,EDGEMOOR,CHRISTIANA,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,5692.54962185295
5882,164360,AC; UNDERGROUND,IN SERVICE,NOT AVAILABLE,115,100-161,Y,MYSTIC,RISER162180,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,1091.29379700617
5883,148352,AC; OVERHEAD,IN SERVICE,"ALLETE, INC.",115,100-161,N,UNKNOWN130118,TAP135617,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,35185.5984304403
5889,148359,AC; OVERHEAD,IN SERVICE,COMMONWEALTH EDISON CO,138,100-161,Y,TAP136946,TAP136948,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,5554.14000725445
5890,148360,AC; OVERHEAD,IN SERVICE,GEORGIA POWER CO,115,100-161,Y,UNKNOWN116016,UNKNOWN116017,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,9479.68394115872
5891,148362,AC; OVERHEAD,IN SERVICE,NOT AVAILABLE,345,345,N,UNIVERSITY PARK NORTH,TAP138156,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,160.085109867984
5892,148363,AC; OVERHEAD,IN SERVICE,FITCHBURG GAS AND ELECTRIC LIGHT COMPANY,115,100-161,Y,TAP140691,PERRY STREET,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,2091.85944821046
5894,148365,AC; OVERHEAD,IN SERVICE,ENTERGY LOUISIANA LLC,230,220-287,Y,UNKNOWN112438,TAP143377,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,45654.7194262975
5895,148369,AC; OVERHEAD,IN SERVICE,VERMONT ELECTRIC POWER CO,115,100-161,N,UNKNOWN133749,HOOKSINK,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,22693.5725527895
