object_id,line_id,line_type,status,owner,voltage_kv,voltage_class,inferred,substation_1,substation_2,naics_desc,shape_length
511,141432,AC; OVERHEAD,IN SERVICE,NOT AVAILABLE,138,100-161,Y,STADIUM,TAP151120,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,5349.59410246842
512,141433,AC; OVERHEAD,IN SERVICE,MONONGAHELA POWER CO,138,100-161,Y,UNKNOWN129021,TAP137104,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,4772.08966540071
513,141434,AC; OVERHEAD,IN SERVICE,GEORGIA POWER CO,230,220-287,Y,UNKNOWN112280,HARLLEE BRANCH,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,53823.1571993446
514,141436,AC; OVERHEAD,NOT AVAILABLE,NIAGARA MOHAWK POWER CORP.,115,100-161,Y,HIGLEY,NOT AVAILABLE,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,74.3801489159117
515,107005,AC; OVERHEAD,IN SERVICE,NOT AVAILABLE,161,100-161,Y,UNKNOWN129848,TAP138020,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,31154.0435124074
518,141441,AC; OVERHEAD,IN SERVICE,NOT AVAILABLE,115,100-161,Y,TAP140848,TAP140849,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,21.1440777062317
519,141442,AC; OVERHEAD,IN SERVICE,NOT AVAILABLE,230,220-287,Y,UNKNOWN120416,11TH AVENUE,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,8768.53161521915
520,141430,OVERHEAD,NOT AVAILABLE,TENNESSEE VALLEY AUTHORITY,161,100-161,Y,BULL RUN,NOT AVAILABLE,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,321.390498970386
521,141485,AC; OVERHEAD,NOT AVAILABLE,GEORGIA POWER CO,230,220-287,N,CARTERS,NOT AVAILABLE,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,304.093954407587
522,141444,AC; OVERHEAD,IN SERVICE,OKLAHOMA GAS & ELECTRIC CO,138,100-161,Y,UNKNOWN118761,TAP149056,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,14833.117330645
523,141446,AC; OVERHEAD,IN SERVICE,GEORGIA POWER CO,115,100-161,Y,UNKNOWN116348,TAP142236,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,958.298400739708
525,141447,AC; OVERHEAD,IN SERVICE,NOT AVAILABLE,138,100-161,Y,UNKNOWN113914,PORT UNION SUBSTATION,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,10866.2455533852
526,141448,AC; OVERHEAD,IN SERVICE,NIAGARA MOHAWK POWER CORP.,115,100-161,Y,TAP139797,PACKARD,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,5073.38784032776
527,110868,AC; OVERHEAD,IN SERVICE,VIRGINIA ELECTRIC & POWER CO,115,100-161,N,TAP148227,TAP148229,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,13769.6759636824
528,141452,AC; OVERHEAD,IN SERVICE,NOT AVAILABLE,115,100-161,N,TAP135057,LITTLE FALLS,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,24859.82435128
529,141453,AC; OVERHEAD,IN SERVICE,NOT AVAILABLE,230,220-287,Y,TAP147395,DURHAM,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,17724.7238380384
532,141457,AC; OVERHEAD,IN SERVICE,GEORGIA POWER CO,115,100-161,Y,UNKNOWN111599,TAP143132,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,3938.61027829544
533,141458,AC; OVERHEAD,IN SERVICE,FITCHBURG GAS AND ELECTRIC LIGHT COMPANY,115,100-161,Y,PAXTON,TAP140740,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,16978.2990329519
534,141459,AC; OVERHEAD,IN SERVICE,OHIO POWER CO,138,100-161,Y,TAP137817,POSTON,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,51878.9997135276
536,141461,AC; OVERHEAD,IN SERVICE,OHIO POWER CO,138,100-161,Y,UNKNOWN113884,NEWCOMERSTOWN,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,31455.9621606296
537,141462,AC; OVERHEAD,IN SERVICE,APPALACHIAN POWER CO,138,100-161,Y,TRISTATE,CEREDO GENERATING STATION,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,4518.55598017239
538,141468,AC; OVERHEAD,IN SERVICE,PUBLIC SERVICE CO OF OKLAHOMA,138,100-161,Y,UNKNOWN118374,TAP148931,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,6891.2732769066
539,141469,AC; OVERHEAD,IN SERVICE,NOT AVAILABLE,230,220-287,N,SARNO,MALABAR,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,11034.5387384901
541,141463,AC; OVERHEAD,IN SERVICE,POTOMAC ELECTRIC POWER CO,115,100-161,Y,BENNING (69KV),BENNING (230KV),ELECTRIC BULK POWER TRANSMISSION AND CONTROL,429.935296830827
543,141472,AC; OVERHEAD,IN SERVICE,ENTERGY MISSISSIPPI INC,230,220-287,Y,UNKNOWN109674,SOUTH JACKSON,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,5056.3528262697
544,141473,AC; OVERHEAD,IN SERVICE,TENNESSEE VALLEY AUTHORITY,161,100-161,Y,FORT LOUDON DAM,TAP152044,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,21698.2747281385
545,141474,AC; OVERHEAD,IN SERVICE,DUQUESNE LIGHT CO,138,100-161,Y,UNKNOWN124798,UNKNOWN124821,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,10518.4878689569
547,141465,OVERHEAD,NOT AVAILABLE,"DUKE ENERGY INDIANA, LLC",138,100-161,Y,ANDERSON,NOT AVAILABLE,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,105.912885134099
548,141516,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,115,100-161,Y,PLATTE,NOT AVAILABLE,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,262.676003725502
549,141478,AC; OVERHEAD,IN SERVICE,NOT AVAILABLE,138,100-161,Y,UNKNOWN118482,UNKNOWN118487,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,22220.1760625817
550,141479,AC; OVERHEAD,IN SERVICE,NOT AVAILABLE,115,100-161,Y,UNKNOWN133649,AGAWAM,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,16177.0789035819
551,128970,AC; OVERHEAD,IN SERVICE,NOT AVAILABLE,138,100-161,Y,JUDICE,MAURICE,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,7356.58113411606
552,141482,AC; OVERHEAD,IN SERVICE,FLORIDA POWER & LIGHT CO,230,220-287,N,UNKNOWN108644,CONSERVATION,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,21569.3546031771
553,141486,AC; OVERHEAD,IN SERVICE,NSTAR ELECTRIC COMPANY,115,100-161,Y,UNKNOWN133456,UNKNOWN133717,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,8712.87680026906
554,141488,AC; OVERHEAD,IN SERVICE,PROGRESS ENERGY CAROLINAS INC,115,100-161,Y,UNKNOWN112204,TAP147983,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,109.283127613957
555,141490,AC; OVERHEAD,IN SERVICE,"DUKE ENERGY CAROLINAS, LLC",100,100-161,Y,UNKNOWN110750,TAP150308,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,1308.23633458058
556,141491,AC; OVERHEAD,IN SERVICE,GULF POWER CO,230,220-287,N,SHAKY JOE SWAMP TAP,SHOAL RIVER,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,83768.354052696
557,141494,AC; OVERHEAD,IN SERVICE,METROPOLITAN EDISON CO,230,220-287,Y,UNKNOWN123852,IRONWOOD LLC,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,11123.2707459872
558,141495,AC; OVERHEAD,IN SERVICE,INDIANA MICHIGAN POWER CO,765,735 AND ABOVE,N,COOK,DUMONT,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,77521.4996284534
559,141496,AC; OVERHEAD,IN SERVICE,COMMONWEALTH EDISON CO,138,100-161,Y,TAP137876,TAP137879,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,8552.91568004415
560,141498,AC; OVERHEAD,IN SERVICE,PROGRESS ENERGY CAROLINAS INC,115,100-161,Y,TAP147200,TAP147201,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,1726.03042959533
562,137882,AC; OVERHEAD,IN SERVICE,NOT AVAILABLE,138,100-161,Y,UNKNOWN116078,JUDICE,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,20174.4989196151
563,141489,AC; OVERHEAD,IN SERVICE,BALTIMORE GAS & ELECTRIC CO,115,100-161,N,WAGNER,TAP139156,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,4854.10164825331
564,101161,AC; OVERHEAD,IN SERVICE,NIAGARA MOHAWK POWER CORP.,115,100-161,Y,TAP135870,PATROON,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,3448.01709986757
565,141503,AC; OVERHEAD,IN SERVICE,GEORGIA POWER CO,115,100-161,Y,UNKNOWN113551,UNKNOWN113552,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,18827.9275395448
566,139598,AC; OVERHEAD,IN SERVICE,NOT AVAILABLE,138,100-161,Y,UNKNOWN112475,MOUTON,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,9089.13478671373
567,141506,AC; OVERHEAD,NOT AVAILABLE,NIAGARA MOHAWK POWER CORP.,115,100-161,Y,UNIONVILLE HYDRO PROJECT 2499 NY,NOT AVAILABLE,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,32.0958943188721
568,141507,AC; OVERHEAD,IN SERVICE,FLORIDA POWER & LIGHT CO,138,100-161,Y,HILLCREST,NORTON,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,3818.19134219387
569,141508,AC; OVERHEAD,IN SERVICE,WESTAR ENERGY INC,115,100-161,N,UNKNOWN118093,TAP138818,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,165.672810861426
570,141510,AC; OVERHEAD,IN SERVICE,MONONGAHELA POWER CO,138,100-161,Y,UNKNOWN129023,TAP138752,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,144.981703045908
572,115931,AC; OVERHEAD,IN SERVICE,NOT AVAILABLE,138,100-161,Y,UNKNOWN112475,UNKNOWN112596,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,10724.2170155045
573,117830,AC; OVERHEAD,IN SERVICE,NIAGARA MOHAWK POWER CORP.,115,100-161,Y,UNKNOWN128265,STATE CAMPUS,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,1219.21105220787
574,141551,AC; OVERHEAD,IN SERVICE,GEORGIA POWER CO,115,100-161,Y,TAP142621,TAP142622,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,1298.16590962858
575,141574,OVERHEAD,NOT AVAILABLE,NOT AVAILABLE,120,100-161,Y,UNKNOWN144604,NOT AVAILABLE,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,1736.42360729067
576,141518,AC; OVERHEAD,IN SERVICE,PREPA,230,220-287,N,COMPLEJO DE AGUIRRE 230,AGUAS BUENAS GIS TC,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,45126.7257451205
577,141520,AC; OVERHEAD,IN SERVICE,"DUKE ENERGY CAROLINAS, LLC",100,100-161,Y,TAP152260,TAP154442,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,3487.99052618084
578,141521,AC; OVERHEAD,IN SERVICE,BALTIMORE GAS & ELECTRIC CO,115,100-161,N,WESTPORT,PUMPHREY,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,6128.0264765654
579,141522,AC; OVERHEAD,IN SERVICE,ENTERGY LOUISIANA INC,115,100-161,Y,UNKNOWN116922,TAP150012,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,2027.46577276033
580,141523,AC; OVERHEAD,IN SERVICE,"PIONEER ELECTRIC COOP, INC - (KS)",115,100-161,N,UNKNOWN119532,TAP148887,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,37773.4669632914
581,141525,AC; OVERHEAD,IN SERVICE,NOT AVAILABLE,138,100-161,Y,UNKNOWN122013,TAP138155,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,1563.45846772754
582,141527,AC; OVERHEAD,IN SERVICE,MIDWEST ENERGY INC,115,100-161,N,TAP138837,TAP140582,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,28562.860075499
585,141531,AC; OVERHEAD,IN SERVICE,KBR RURAL PUBLIC POWER DISTRICT,115,100-161,Y,UNKNOWN132464,TAP144236,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,197.693724957719
586,107211,AC; OVERHEAD,IN SERVICE,NIAGARA MOHAWK POWER CORP.,115,100-161,Y,TAP135862,PATROON,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,98.722380965189
587,141534,AC; OVERHEAD,IN SERVICE,ENTERGY ARKANSAS INC,161,100-161,Y,UNKNOWN117289,UNKNOWN117290,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,1837.39540055666
590,141539,AC; OVERHEAD,IN SERVICE,"DUKE ENERGY CAROLINAS, LLC",100,100-161,Y,UNKNOWN114018,TAP154445,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,183.236445393103
592,141542,AC; OVERHEAD,IN SERVICE,NOT AVAILABLE,345,345,N,LOCKPORT,GOODINGS GROVE,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,19726.8308827287
593,141543,AC; OVERHEAD,IN SERVICE,BALTIMORE GAS & ELECTRIC CO,115,100-161,Y,UNKNOWN123201,TAP139128,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,1614.88207436335
595,141540,AC; OVERHEAD,IN SERVICE,TENNESSEE VALLEY AUTHORITY,161,100-161,Y,UNKNOWN109593,TAP144769,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,27.1387683656643
596,166036,AC; OVERHEAD,IN SERVICE,NIAGARA MOHAWK POWER CORP.,115,100-161,Y,TAP135862,STATE CAMPUS,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,361.549383829645
597,141545,AC; OVERHEAD,IN SERVICE,THE POTOMAC EDISON COMPANY,138,100-161,Y,UNKNOWN108980,BEDINGTON,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,33279.9921881542
598,141546,AC; OVERHEAD,IN SERVICE,"DUKE ENERGY CAROLINAS, LLC",100,100-161,Y,UNKNOWN116303,TAP152538,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,46.3232320950348
599,141547,AC; OVERHEAD,IN SERVICE,GEORGIA POWER CO,115,100-161,Y,UNKNOWN116172,TAP142233,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,77.2875878625863
600,141549,AC; OVERHEAD,IN SERVICE,UNION ELECTRIC CO - (MO),138,100-161,Y,UNKNOWN117884,TAP139460,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,3427.75591856902
601,141555,AC; OVERHEAD,IN SERVICE,OTTER TAIL POWER CO,115,100-161,N,UNKNOWN129786,TAP135630,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,35223.1475698828
603,141560,AC; OVERHEAD,IN SERVICE,GEORGIA POWER CO,230,220-287,Y,UNKNOWN111158,UNKNOWN133885,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,12052.3304244939
605,141556,AC; OVERHEAD,IN SERVICE,VIRGINIA ELECTRIC & POWER CO,230,220-287,N,BRAMBLETON,MOSBY,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,10482.6602997183
606,141550,AC; OVERHEAD,IN SERVICE,TENNESSEE VALLEY AUTHORITY,161,100-161,Y,BUCK CREEK,TAP152173,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,108.433641870061
607,141562,AC; OVERHEAD,IN SERVICE,TENNESSEE VALLEY AUTHORITY,161,100-161,Y,PIN HOOK,SMYRNA,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,21994.7399678522
608,141563,AC; OVERHEAD,IN SERVICE,OHIO POWER CO,138,100-161,Y,UNKNOWN114969,TAP154469,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,21620.7782967404
610,141566,AC; OVERHEAD,IN SERVICE,NOT AVAILABLE,138,100-161,Y,TAP152414,UNKNOWN152415,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,68.2438991000304
611,141567,AC; OVERHEAD,IN SERVICE,NORTHERN STATES POWER CO - WISCONSIN,115,100-161,Y,EAGLE RIVER,RISER139530,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,1487.88872983898
612,141568,AC; OVERHEAD,IN SERVICE,COMMONWEALTH EDISON CO,345,345,Y,UNKNOWN122289,TAP138147,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,202.111530815332
615,141572,AC; OVERHEAD,IN SERVICE,COMMONWEALTH EDISON CO,345,345,N,UNKNOWN121936,ZION ENERGY CENTER,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,1383.90257917999
617,141564,AC; OVERHEAD,IN SERVICE,EMPIRE DISTRICT ELECTRIC CO,161,100-161,Y,UNKNOWN117561,TAP153764,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,106.759664015332
618,141561,AC; OVERHEAD,IN SERVICE,DUKE ENERGY PROGRESS - (NC),115,100-161,Y,TAP150895,TAP151897,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,17856.8370496115
622,141578,AC; OVERHEAD,IN SERVICE,ENTERGY LOUISIANA INC,230,220-287,Y,WATERFORD 500KV,WATERFORD 230KV,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,625.172847777249
623,141579,AC; OVERHEAD,IN SERVICE,NOT AVAILABLE,161,100-161,Y,UNKNOWN123063,UNKNOWN123186,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,27061.2600315568
626,141582,AC; OVERHEAD,IN SERVICE,APPALACHIAN POWER CO,345,345,N,AMOS,KANAWHA RIVER,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,82398.640560125
628,141584,AC; OVERHEAD,IN SERVICE,INDIANAPOLIS POWER & LIGHT CO,138,100-161,Y,UNKNOWN124504,TAP140167,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,399.612055968264
629,141585,AC; OVERHEAD,IN SERVICE,VIRGINIA ELECTRIC & POWER CO,230,220-287,N,CHICKAHOMINY,LIGHTFOOT,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,50593.9758150025
630,141586,AC; OVERHEAD,IN SERVICE,ALABAMA POWER CO,115,100-161,Y,UNKNOWN109198,UNKNOWN109199,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,16047.8388319812
631,126494,AC; OVERHEAD,IN SERVICE,NOT AVAILABLE,138,100-161,Y,UNKNOWN115753,UNKNOWN115754,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,13405.6914322074
632,141592,AC; OVERHEAD,IN SERVICE,PROGRESS ENERGY CAROLINAS INC,115,100-161,Y,UNKNOWN121663,TAP146663,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,3967.3858652203
633,141593,AC; OVERHEAD,IN SERVICE,CONSUMERS ENERGY CO,345,345,Y,HAMPTON,THETFORD,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,98746.881417723
634,141594,AC; OVERHEAD,IN SERVICE,APPALACHIAN POWER CO,138,100-161,Y,DALEWOOD,CHEMICAL,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,13363.4282338261
637,141597,AC; OVERHEAD,IN SERVICE,"DUKE ENERGY CAROLINAS, LLC",100,100-161,Y,UNKNOWN114264,UNKNOWN114265,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,68.9842448499462
638,141598,AC; OVERHEAD,IN SERVICE,CONSUMERS ENERGY CO,138,100-161,Y,UNKNOWN128870,TAP138685,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,44983.6873115781
641,132427,AC; OVERHEAD,IN SERVICE,NIAGARA MOHAWK POWER CORP.,115,100-161,Y,TAP135864,EVERETT,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,166.499139853383
642,141604,AC; OVERHEAD,IN SERVICE,MIDWEST ENERGY INC,115,100-161,Y,GREAT BEND - SUNFLOWER,UNKNOWN118036,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,521.235420213412
643,141610,AC; OVERHEAD,IN SERVICE,TENNESSEE VALLEY AUTHORITY,161,100-161,N,HICKORY WITHE,TAP154304,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,76.2481877614069
644,141609,AC; OVERHEAD,IN SERVICE,NOT AVAILABLE,138,100-161,Y,TAP137181,AETNA,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,4261.0273929612
645,141613,AC; OVERHEAD,IN SERVICE,NOT AVAILABLE,138,100-161,Y,UNKNOWN113655,TAP137155,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,6332.47164190457
648,141611,AC; OVERHEAD,IN SERVICE,CONSUMERS ENERGY CO,138,100-161,Y,TAP139899,TAP145648,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,4500.12006679238
651,141621,AC; OVERHEAD,IN SERVICE,ENTERGY LOUISIANA LLC,500,500,Y,MC KNIGHT,FANCY POINT,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,51714.0284602846
652,141624,AC; OVERHEAD,IN SERVICE,PECO ENERGY CO,230,220-287,N,WARMINSTER,HEATON,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,6359.61280285385
653,141625,AC; OVERHEAD,IN SERVICE,NORTHERN INDIANA PUB SERV CO,345,345,Y,MEADOW LAKE,MEADOW LAKE WIND FARM LLC,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,192.914611909978
654,141626,AC; OVERHEAD,IN SERVICE,AMERICAN TRANSMISSION CO,138,100-161,N,BUTLER RIDGE,RUBICON,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,7023.04027390842
655,141616,OVERHEAD,NOT AVAILABLE,LINCOLN ELECTRIC SYSTEM,115,100-161,Y,TERRY BUNDY GENERATING STATION,NOT AVAILABLE,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,133.675118945405
656,141612,OVERHEAD,IN SERVICE,GEORGIA POWER CO,115,100-161,Y,PORT WENTWORTH MILL,TAP142128,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,653.457332602274
657,141627,AC; OVERHEAD,IN SERVICE,TENNESSEE VALLEY AUTHORITY,161,100-161,Y,MONROE,TAP155466,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,10972.911753322
658,141629,AC; OVERHEAD,IN SERVICE,SOUTH CAROLINA ELECTRIC&GAS CO,115,100-161,Y,UNKNOWN122841,TAP147122,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,3000.93940995322
660,141631,AC; OVERHEAD,IN SERVICE,NOT AVAILABLE,115,100-161,Y,UNKNOWN132426,UNKNOWN148727,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,6493.77818964742
661,141647,AC; OVERHEAD,IN SERVICE,GEORGIA POWER CO,115,100-161,Y,UNKNOWN113554,TAP142061,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,17348.700230878
662,141633,AC; OVERHEAD,IN SERVICE,FLORIDA POWER & LIGHT CO,500,500,N,MARTIN,CORBETT,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,57034.4052873976
664,141635,AC; OVERHEAD,IN SERVICE,JEA,230,220-287,Y,NORMANDY,WEST LAKE,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,10749.6500319671
665,141636,AC; OVERHEAD,IN SERVICE,KANSAS GAS & ELECTRIC CO,138,100-161,N,TAP148765,TAP148766,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,17.8536939535673
668,141641,AC; OVERHEAD,IN SERVICE,APPALACHIAN POWER CO,115,100-161,Y,BEARSKIN,TAP147623,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,306.146314672769
669,141642,AC; OVERHEAD,IN SERVICE,"DUKE ENERGY CAROLINAS, LLC",100,100-161,Y,UNKNOWN114807,UNKNOWN114808,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,4734.16420647916
670,141643,AC; OVERHEAD,IN SERVICE,COMMONWEALTH EDISON CO,138,100-161,Y,UNKNOWN121992,UNKNOWN124420,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,3703.31927101205
671,141639,AC; OVERHEAD,IN SERVICE,NOT AVAILABLE,230,220-287,Y,UNKNOWN115448,TAP147194,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,327.742107837174
673,141648,AC; OVERHEAD,IN SERVICE,NOT AVAILABLE,138,100-161,Y,UNKNOWN121396,UNKNOWN121506,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,9121.90688274379
674,141649,AC; OVERHEAD,NOT AVAILABLE,UNION ELECTRIC CO - (MO),161,100-161,Y,THOMAS HILL,NOT AVAILABLE,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,721.699480501311
675,141650,AC; OVERHEAD,IN SERVICE,OKLAHOMA GAS & ELECTRIC CO,161,100-161,Y,TAP148831,HIGHWAY 59,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,173.15502969491
677,141653,AC; OVERHEAD,IN SERVICE,GEORGIA POWER CO,115,100-161,Y,UNKNOWN112145,UNKNOWN112151,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,6423.24227094949
678,141654,AC; OVERHEAD,IN SERVICE,ALABAMA POWER CO,115,100-161,Y,TAP142842,TAP142843,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,4083.23928576931
679,141655,AC; OVERHEAD,IN SERVICE,"DUKE ENERGY CAROLINAS, LLC",100,100-161,Y,UNKNOWN115078,UNKNOWN115082,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,9534.36913046381
680,141656,AC; OVERHEAD,IN SERVICE,NOT AVAILABLE,161,100-161,Y,UNKNOWN120842,UNKNOWN120874,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,12822.4506958191
681,141985,AC; OVERHEAD,IN SERVICE,COMMONWEALTH EDISON CO,138,100-161,Y,ROCKY ROAD POWER LLC,TAP137933,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,4225.09501369135
682,141657,AC; OVERHEAD,IN SERVICE,NOT AVAILABLE,100,100-161,Y,UNKNOWN114221,TAP150528,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,17260.8052419758
683,141658,AC; OVERHEAD,IN SERVICE,PROGRESS ENERGY CAROLINAS INC,230,220-287,Y,TAP147620,WEST END,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,194.740245946324
685,141660,AC; OVERHEAD,IN SERVICE,PROGRESS ENERGY CAROLINAS INC,230,220-287,Y,TAP147190,ERWIN,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,8352.1887452292
686,141661,AC; OVERHEAD,IN SERVICE,BALTIMORE GAS & ELECTRIC CO,115,100-161,Y,UNKNOWN123202,TAP139128,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,226.871972116035
687,141663,AC; OVERHEAD,IN SERVICE,ENTERGY ARKANSAS INC,115,100-161,Y,UNKNOWN121317,BRINKLEY EAST SUBSTATION,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,32705.642458435
688,141664,AC; OVERHEAD,NOT AVAILABLE,BALTIMORE GAS & ELECTRIC CO,230,220-287,Y,BRANDON SHORES,NOT AVAILABLE,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,1373.45546534302
689,141665,AC; OVERHEAD,IN SERVICE,WESTAR ENERGY INC,345,345,N,LANG,MORRIS,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,59471.9348305623
