geo_id,county_name,location_factor
48079,Cochran County,0.95
42013,Blair County,1.085
29085,Hickory County,1.065
29009,Barry County,1.065
27123,Ramsey County,1.05
5081,Little River County,1.0
28113,Pike County,0.97
47031,Coffee County,1.02
48439,Tarrant County,0.95
24033,Prince George's County,1.02
51169,Scott County,1.0
13289,Twiggs County,1.02
39099,Mahoning County,0.99
1087,Macon County,0.99
48437,Swisher County,0.95
29151,Osage County,1.065
17089,Kane County,1.18
45055,Kershaw County,1.02
8089,Otero County,0.98
37183,Wake County,0.99
39061,Hamilton County,0.99
34003,Bergen County,1.15
55061,Kewaunee County,1.03
48369,Parmer County,0.95
40151,Woods County,0.97
21063,Elliott County,1.01
8103,Rio Blanco County,0.98
8087,Morgan County,0.98
34023,Middlesex County,1.15
20191,Sumner County,0.99
26127,Oceana County,1.0350000000000001
27065,Kanabec County,1.05
39007,Ashtabula County,0.99
1011,Bullock County,0.99
17105,Livingston County,1.18
39135,Preble County,0.99
39079,Jackson County,0.99
25017,Middlesex County,1.15
48115,Dawson County,0.95
36069,Ontario County,1.17
1001,Autauga County,0.99
39049,Franklin County,0.99
49021,Iron County,1.02
49039,Sanpete County,1.02
20093,Kearny County,0.99
18105,Monroe County,1.01
19117,Lucas County,1.005
21239,Woodford County,1.01
17085,Jo Daviess County,1.18
18059,Hancock County,1.01
48329,Midland County,0.95
20171,Scott County,0.99
30013,Cascade County,0.99
51660,Harrisonburg city,1.0
20189,Stevens County,0.99
31125,Nance County,0.99
55078,Menominee County,1.03
48365,Panola County,0.95
21011,Bath County,1.01
48001,Anderson County,0.95
19167,Sioux County,1.005
42037,Columbia County,1.085
39023,Clark County,0.99
48323,Maverick County,0.95
34005,Burlington County,1.15
50021,Rutland County,1.08
13099,Early County,1.02
31149,Rock County,0.99
26051,Gladwin County,1.0350000000000001
21173,Montgomery County,1.01
45057,Lancaster County,1.02
21123,Larue County,1.01
19193,Woodbury County,1.005
36037,Genesee County,1.17
18019,Clark County,1.01
21021,Boyle County,1.01
21065,Estill County,1.01
48087,Collingsworth County,0.95
48089,Colorado County,0.95
17063,Grundy County,1.18
27081,Lincoln County,1.05
48497,Wise County,0.95
28117,Prentiss County,0.97
21235,Whitley County,1.01
48491,Williamson County,0.95
19131,Mitchell County,1.005
13107,Emanuel County,1.02
42025,Carbon County,1.085
31133,Pawnee County,0.99
45083,Spartanburg County,1.02
47041,DeKalb County,1.02
36029,Erie County,1.17
24031,Montgomery County,1.02
53021,Franklin County,1.08
19093,Ida County,1.005
20173,Sedgwick County,0.99
48453,Travis County,0.95
34021,Mercer County,1.15
31023,Butler County,0.99
42129,Westmoreland County,1.085
19029,Cass County,1.005
39107,Mercer County,0.99
21073,Franklin County,1.01
23009,Hancock County,1.02
23013,Knox County,1.02
13217,Newton County,1.02
26061,Houghton County,1.0350000000000001
30061,Mineral County,0.99
47051,Franklin County,1.02
22029,Concordia Parish,1.02
25009,Essex County,1.15
46019,Butte County,0.99
8035,Douglas County,0.98
18095,Madison County,1.01
40099,Murray County,0.97
54009,Brooke County,1.01
54013,Calhoun County,1.01
51021,Bland County,1.0
30111,Yellowstone County,0.99
54043,Lincoln County,1.01
13131,Grady County,1.02
18133,Putnam County,1.01
47015,Cannon County,1.02
23007,Franklin County,1.02
21165,Menifee County,1.01
26029,Charlevoix County,1.0350000000000001
27151,Swift County,1.05
39147,Seneca County,0.99
13267,Tattnall County,1.02
48429,Stephens County,0.95
13317,Wilkes County,1.02
53043,Lincoln County,1.08
39171,Williams County,0.99
20207,Woodson County,0.99
13185,Lowndes County,1.02
15007,Kauai County,
26099,Macomb County,1.0350000000000001
13287,Turner County,1.02
17079,Jasper County,1.18
48331,Milam County,0.95
51049,Cumberland County,1.0
54109,Wyoming County,1.01
48097,Cooke County,0.95
55119,Taylor County,1.03
27099,Mower County,1.05
27101,Murray County,1.05
44007,Providence County,1.09
29161,Phelps County,1.065
8095,Phillips County,0.98
5013,Calhoun County,1.0
29141,Morgan County,1.065
39075,Holmes County,0.99
19143,Osceola County,1.005
18079,Jennings County,1.01
16083,Twin Falls County,1.02
26077,Kalamazoo County,1.0350000000000001
45061,Lee County,1.02
56019,Johnson County,0.99
18027,Daviess County,1.01
26055,Grand Traverse County,1.0350000000000001
46065,Hughes County,0.99
47007,Bledsoe County,1.02
21219,Todd County,1.01
29077,Greene County,1.065
51013,Arlington County,1.0
51035,Carroll County,1.0
20013,Brown County,0.99
13031,Bulloch County,1.02
21071,Floyd County,1.01
13309,Wheeler County,1.02
39031,Coshocton County,0.99
31135,Perkins County,0.99
48205,Hartley County,0.95
48249,Jim Wells County,0.95
19189,Winnebago County,1.005
1067,Henry County,0.99
39175,Wyandot County,0.99
38085,Sioux County,1.01
48127,Dimmit County,0.95
27045,Fillmore County,1.05
45023,Chester County,1.02
55093,Pierce County,1.03
13233,Polk County,1.02
49051,Wasatch County,1.02
37157,Rockingham County,0.99
5011,Bradley County,1.0
48193,Hamilton County,0.95
21067,Fayette County,1.01
54001,Barbour County,1.01
47181,Wayne County,1.02
31013,Box Butte County,0.99
42097,Northumberland County,1.085
51530,Buena Vista city,1.0
26147,St. Clair County,1.0350000000000001
31173,Thurston County,0.99
51067,Franklin County,1.0
40011,Blaine County,0.97
19103,Johnson County,1.005
21089,Greenup County,1.01
20107,Linn County,0.99
32011,Eureka County,1.1
31085,Hayes County,0.99
26135,Oscoda County,1.0350000000000001
35007,Colfax County,1.03
42009,Bedford County,1.085
20099,Labette County,0.99
48059,Callahan County,0.95
20067,Grant County,0.99
51105,Lee County,1.0
31123,Morrill County,0.99
30019,Daniels County,0.99
40119,Payne County,0.97
1039,Covington County,0.99
18093,Lawrence County,1.01
20069,Gray County,0.99
21045,Casey County,1.01
21169,Metcalfe County,1.01
21207,Russell County,1.01
23025,Somerset County,1.02
40025,Cimarron County,0.97
19097,Jackson County,1.005
26097,Mackinac County,1.0350000000000001
48307,McCulloch County,0.95
28141,Tishomingo County,0.97
48105,Crockett County,0.95
48217,Hill County,0.95
8075,Logan County,0.98
20055,Finney County,0.99
1099,Monroe County,0.99
29015,Benton County,1.065
5109,Pike County,1.0
29065,Dent County,1.065
51185,Tazewell County,1.0
42103,Pike County,1.085
42115,Susquehanna County,1.085
48343,Morris County,0.95
42125,Washington County,1.085
50001,Addison County,1.08
20103,Leavenworth County,0.99
26121,Muskegon County,1.0350000000000001
51680,Lynchburg city,1.0
42089,Monroe County,1.085
38019,Cavalier County,1.01
20109,Logan County,0.99
29075,Gentry County,1.065
31009,Blaine County,0.99
49009,Daggett County,1.02
56031,Platte County,0.99
37071,Gaston County,0.99
47081,Hickman County,1.02
29081,Harrison County,1.065
39015,Brown County,0.99
47141,Putnam County,1.02
25027,Worcester County,1.15
39091,Logan County,0.99
13079,Crawford County,1.02
29037,Cass County,1.065
36027,Dutchess County,1.17
48477,Washington County,0.95
8101,Pueblo County,0.98
29067,Douglas County,1.065
56017,Hot Springs County,0.99
26001,Alcona County,1.0350000000000001
5129,Searcy County,1.0
48305,Lynn County,0.95
36077,Otsego County,1.17
49027,Millard County,1.02
49029,Morgan County,1.02
26129,Ogemaw County,1.0350000000000001
47087,Jackson County,1.02
22057,Lafourche Parish,1.02
12113,Santa Rosa County,0.975
21203,Rockcastle County,1.01
21223,Trimble County,1.01
40045,Ellis County,0.97
19075,Grundy County,1.005
34035,Somerset County,1.15
16031,Cassia County,1.02
42049,Erie County,1.085
28029,Copiah County,0.97
48467,Van Zandt County,0.95
51161,Roanoke County,1.0
51015,Augusta County,1.0
2060,Bristol Bay Borough,
45041,Florence County,1.02
30003,Big Horn County,0.99
42047,Elk County,1.085
31165,Sioux County,0.99
28031,Covington County,0.97
39143,Sandusky County,0.99
40107,Okfuskee County,0.97
26145,Saginaw County,1.0350000000000001
35039,Rio Arriba County,1.03
50005,Caledonia County,1.08
51023,Botetourt County,1.0
17119,Madison County,1.18
48085,Collin County,0.95
45001,Abbeville County,1.02
55077,Marquette County,1.03
4025,Yavapai County,1.01
42091,Montgomery County,1.085
16061,Lewis County,1.02
51720,Norton city,1.0
29211,Sullivan County,1.065
20135,Ness County,0.99
51790,Staunton city,1.0
31029,Chase County,0.99
39113,Montgomery County,0.99
48447,Throckmorton County,0.95
13221,Oglethorpe County,1.02
29147,Nodaway County,1.065
40037,Creek County,0.97
48457,Tyler County,0.95
13129,Gordon County,1.02
19025,Calhoun County,1.005
51580,Covington city,1.0
50017,Orange County,1.08
20113,McPherson County,0.99
39051,Fulton County,0.99
28129,Smith County,0.97
16075,Payette County,1.02
16079,Shoshone County,1.02
19007,Appanoose County,1.005
78010,St. Croix Island,
51127,New Kent County,1.0
13263,Talbot County,1.02
54015,Clay County,1.01
18077,Jefferson County,1.01
48347,Nacogdoches County,0.95
53063,Spokane County,1.08
23027,Waldo County,1.02
24027,Howard County,1.02
38001,Adams County,1.01
42021,Cambria County,1.085
26093,Livingston County,1.0350000000000001
8001,Adams County,0.98
42069,Lackawanna County,1.085
40123,Pontotoc County,0.97
28127,Simpson County,0.97
28131,Stone County,0.97
51087,Henrico County,1.0
18119,Owen County,1.01
36119,Westchester County,1.17
54047,McDowell County,1.01
54033,Harrison County,1.01
1117,Shelby County,0.99
35009,Curry County,1.03
40149,Washita County,0.97
37135,Orange County,0.99
18131,Pulaski County,1.01
26019,Benzie County,1.0350000000000001
17139,Moultrie County,1.18
16035,Clearwater County,1.02
21013,Bell County,1.01
27035,Crow Wing County,1.05
60050,Western District,
4009,Graham County,1.01
30017,Custer County,0.99
17141,Ogle County,1.18
38077,Richland County,1.01
55005,Barron County,1.03
27157,Wabasha County,1.05
26141,Presque Isle County,1.0350000000000001
40027,Cleveland County,0.97
36105,Sullivan County,1.17
37149,Polk County,0.99
37085,Harnett County,0.99
37105,Lee County,0.99
18159,Tipton County,1.01
20027,Clay County,0.99
20121,Miami County,0.99
13091,Dodge County,1.02
36023,Cortland County,1.17
26161,Washtenaw County,1.0350000000000001
18087,LaGrange County,1.01
48371,Pecos County,0.95
13225,Peach County,1.02
13163,Jefferson County,1.02
55083,Oconto County,1.03
31065,Furnas County,0.99
1069,Houston County,0.99
40103,Noble County,0.97
20063,Gove County,0.99
22077,Pointe Coupee Parish,1.02
31067,Gage County,0.99
1115,St. Clair County,0.99
28123,Scott County,0.97
18061,Harrison County,1.01
16017,Bonner County,1.02
55105,Rock County,1.03
18023,Clinton County,1.01
42113,Sullivan County,1.085
48345,Motley County,0.95
48485,Wichita County,0.95
26155,Shiawassee County,1.0350000000000001
20089,Jewell County,0.99
20123,Mitchell County,0.99
28091,Marion County,0.97
27085,McLeod County,1.05
55033,Dunn County,1.03
48353,Nolan County,0.95
42127,Wayne County,1.085
36091,Saratoga County,1.17
40095,Marshall County,0.97
24001,Allegany County,1.02
54103,Wetzel County,1.01
36003,Allegany County,1.17
19031,Cedar County,1.005
18117,Orange County,1.01
13089,DeKalb County,1.02
13227,Pickens County,1.02
30015,Chouteau County,0.99
31017,Brown County,0.99
37069,Franklin County,0.99
24510,Baltimore city,1.02
20111,Lyon County,0.99
19027,Carroll County,1.005
27131,Rice County,1.05
29219,Warren County,1.065
21227,Warren County,1.01
46121,Todd County,0.99
19127,Marshall County,1.005
40141,Tillman County,0.97
37113,Macon County,0.99
54063,Monroe County,1.01
18155,Switzerland County,1.01
1061,Geneva County,0.99
17099,LaSalle County,1.18
19055,Delaware County,1.005
20127,Morris County,0.99
19051,Davis County,1.005
16015,Boise County,1.02
37143,Perquimans County,0.99
31039,Cuming County,0.99
35011,De Baca County,1.03
31109,Lancaster County,0.99
31129,Nuckolls County,0.99
46099,Minnehaha County,0.99
48327,Menard County,0.95
21053,Clinton County,1.01
39063,Hancock County,0.99
48189,Hale County,0.95
1027,Clay County,0.99
48011,Armstrong County,0.95
39003,Allen County,0.99
13189,McDuffie County,1.02
55111,Sauk County,1.03
42007,Beaver County,1.085
28061,Jasper County,0.97
37037,Chatham County,0.99
28067,Jones County,0.97
55021,Columbia County,1.03
27029,Clearwater County,1.05
20163,Rooks County,0.99
18041,Fayette County,1.01
31081,Hamilton County,0.99
31115,Loup County,0.99
42105,Potter County,1.085
48465,Val Verde County,0.95
20077,Harper County,0.99
49023,Juab County,1.02
40137,Stephens County,0.97
36017,Chenango County,1.17
17143,Peoria County,1.18
19091,Humboldt County,1.005
48391,Refugio County,0.95
39017,Butler County,0.99
13273,Terrell County,1.02
13063,Clayton County,1.02
18115,Ohio County,1.01
13073,Columbia County,1.02
8115,Sedgwick County,0.98
30065,Musselshell County,0.99
42043,Dauphin County,1.085
46101,Moody County,0.99
54079,Putnam County,1.01
20039,Decatur County,0.99
18123,Perry County,1.01
28145,Union County,0.97
31015,Boyd County,0.99
18103,Miami County,1.01
20053,Ellsworth County,0.99
20083,Hodgeman County,0.99
20119,Meade County,0.99
48445,Terry County,0.95
35021,Harding County,1.03
1121,Talladega County,0.99
48155,Foard County,0.95
19021,Buena Vista County,1.005
19129,Mills County,1.005
48385,Real County,0.95
39041,Delaware County,0.99
37067,Forsyth County,0.99
19049,Dallas County,1.005
48065,Carson County,0.95
13261,Sumter County,1.02
26143,Roscommon County,1.0350000000000001
37005,Alleghany County,0.99
51610,Falls Church city,1.0
39119,Muskingum County,0.99
8025,Crowley County,0.98
31041,Custer County,0.99
26017,Bay County,1.0350000000000001
18083,Knox County,1.01
31047,Dawson County,0.99
20057,Ford County,0.99
38105,Williams County,1.01
38017,Cass County,1.01
31005,Arthur County,0.99
48163,Frio County,0.95
37077,Granville County,0.99
39013,Belmont County,0.99
51195,Wise County,1.0
31035,Clay County,0.99
24017,Charles County,1.02
19033,Cerro Gordo County,1.005
19073,Greene County,1.005
21205,Rowan County,1.01
53071,Walla Walla County,1.08
5025,Cleveland County,1.0
48113,Dallas County,0.95
25025,Suffolk County,1.15
16051,Jefferson County,1.02
48177,Gonzales County,0.95
47115,Marion County,1.02
26007,Alpena County,1.0350000000000001
21231,Wayne County,1.01
47185,White County,1.02
48027,Bell County,0.95
28069,Kemper County,0.97
36075,Oswego County,1.17
48019,Bandera County,0.95
30087,Rosebud County,0.99
35059,Union County,1.03
34007,Camden County,1.15
47165,Sumner County,1.02
51097,King and Queen County,1.0
5015,Carroll County,1.0
51820,Waynesboro city,1.0
47061,Grundy County,1.02
27057,Hubbard County,1.05
39125,Paulding County,0.99
18179,Wells County,1.01
51063,Floyd County,1.0
54005,Boone County,1.01
21115,Johnson County,1.01
50025,Windham County,1.08
50019,Orleans County,1.08
20085,Jackson County,0.99
53019,Ferry County,1.08
30109,Wibaux County,0.99
35027,Lincoln County,1.03
40021,Cherokee County,0.97
27173,Yellow Medicine County,1.05
48335,Mitchell County,0.95
40113,Osage County,0.97
26107,Mecosta County,1.0350000000000001
21195,Pike County,1.01
29047,Clay County,1.065
18011,Boone County,1.01
19057,Des Moines County,1.005
19163,Scott County,1.005
20143,Ottawa County,0.99
28047,Harrison County,0.97
27017,Carlton County,1.05
48315,Marion County,0.95
36095,Schoharie County,1.17
40117,Pawnee County,0.97
36007,Broome County,1.17
39009,Athens County,0.99
39081,Jefferson County,0.99
54049,Marion County,1.01
21199,Pulaski County,1.01
27165,Watonwan County,1.05
46119,Sully County,0.99
8031,Denver County,0.98
40029,Coal County,0.97
30011,Carter County,0.99
48461,Upton County,0.95
31105,Kimball County,0.99
17093,Kendall County,1.18
11001,District of Columbia,1.02
27171,Wright County,1.05
55059,Kenosha County,1.03
8113,San Miguel County,0.98
28019,Choctaw County,0.97
37025,Cabarrus County,0.99
29225,Webster County,1.065
39005,Ashland County,0.99
31119,Madison County,0.99
13167,Johnson County,1.02
51117,Mecklenburg County,1.0
40047,Garfield County,0.97
26091,Lenawee County,1.0350000000000001
13101,Echols County,1.02
20105,Lincoln County,0.99
20183,Smith County,0.99
28005,Amite County,0.97
26025,Calhoun County,1.0350000000000001
1029,Cleburne County,0.99
8123,Weld County,0.98
40009,Beckham County,0.97
19153,Polk County,1.005
36085,Richmond County,1.17
39071,Highland County,0.99
16011,Bingham County,1.02
13201,Miller County,1.02
47103,Lincoln County,1.02
21211,Shelby County,1.01
31185,York County,0.99
42001,Adams County,1.085
45005,Allendale County,1.02
47037,Davidson County,1.02
49047,Uintah County,1.02
45007,Anderson County,1.02
56007,Carbon County,0.99
30093,Silver Bow County,0.99
17177,Stephenson County,1.18
26087,Lapeer County,1.0350000000000001
22027,Claiborne Parish,1.02
54027,Hampshire County,1.01
37125,Moore County,0.99
38087,Slope County,1.01
31071,Garfield County,0.99
1133,Winston County,0.99
28035,Forrest County,0.97
26065,Ingham County,1.0350000000000001
20177,Shawnee County,0.99
46061,Hanson County,0.99
27061,Itasca County,1.05
8073,Lincoln County,0.98
36053,Madison County,1.17
36115,Washington County,1.17
18081,Johnson County,1.01
17057,Fulton County,1.18
36103,Suffolk County,1.17
18161,Union County,1.01
29119,McDonald County,1.065
31157,Scotts Bluff County,0.99
35047,San Miguel County,1.03
1081,Lee County,0.99
48367,Parker County,0.95
27143,Sibley County,1.05
13293,Upson County,1.02
26033,Chippewa County,1.0350000000000001
13013,Barrow County,1.02
48271,Kinney County,0.95
42033,Clearfield County,1.085
26037,Clinton County,1.0350000000000001
17135,Montgomery County,1.18
28003,Alcorn County,0.97
29005,Atchison County,1.065
17115,Macon County,1.18
20167,Russell County,0.99
17155,Putnam County,1.18
46055,Haakon County,0.99
47111,Macon County,1.02
1109,Pike County,0.99
16003,Adams County,1.02
25005,Bristol County,1.15
42107,Schuylkill County,1.085
37045,Cleveland County,0.99
5059,Hot Spring County,1.0
24021,Frederick County,1.02
17169,Schuyler County,1.18
13081,Crisp County,1.02
5027,Columbia County,1.0
19043,Clayton County,1.005
19067,Floyd County,1.005
46125,Turner County,0.99
47067,Hancock County,1.02
13093,Dooly County,1.02
27145,Stearns County,1.05
31155,Saunders County,0.99
46035,Davison County,0.99
48337,Montague County,0.95
48049,Brown County,0.95
55101,Racine County,1.03
55115,Shawano County,1.03
19009,Audubon County,1.005
48207,Haskell County,0.95
40083,Logan County,0.97
36065,Oneida County,1.17
40121,Pittsburg County,0.97
54017,Doddridge County,1.01
54105,Wirt County,1.01
33003,Carroll County,1.04
54095,Tyler County,1.01
26081,Kent County,1.0350000000000001
37147,Pitt County,0.99
31167,Stanton County,0.99
13001,Appling County,1.02
25007,Dukes County,1.15
31179,Wayne County,0.99
18127,Porter County,1.01
26009,Antrim County,1.0350000000000001
16009,Benewah County,1.02
17103,Lee County,1.18
20149,Pottawatomie County,0.99
26075,Jackson County,1.0350000000000001
48091,Comal County,0.95
25019,Nantucket County,1.15
45009,Bamberg County,1.02
13019,Berrien County,1.02
18165,Vermillion County,1.01
51019,Bedford County,1.0
35033,Mora County,1.03
31011,Boone County,0.99
42131,Wyoming County,1.085
37107,Lenoir County,0.99
13071,Colquitt County,1.02
46117,Stanley County,0.99
47073,Hawkins County,1.02
38011,Bowman County,1.01
42057,Fulton County,1.085
48237,Jack County,0.95
17175,Stark County,1.18
40055,Greer County,0.97
48211,Hemphill County,0.95
40033,Cotton County,0.97
36011,Cayuga County,1.17
48417,Shackelford County,0.95
48047,Brooks County,0.95
47187,Williamson County,1.02
56021,Laramie County,0.99
27155,Traverse County,1.05
13247,Rockdale County,1.02
42067,Juniata County,1.085
42083,McKean County,1.085
35045,San Juan County,1.03
36073,Orleans County,1.17
22031,De Soto Parish,1.02
19095,Iowa County,1.005
31019,Buffalo County,0.99
40007,Beaver County,0.97
19023,Butler County,1.005
30085,Roosevelt County,0.99
51670,Hopewell city,1.0
17201,Winnebago County,1.18
4007,Gila County,1.01
24045,Wicomico County,1.02
21043,Carter County,1.01
37097,Iredell County,0.99
51083,Halifax County,1.0
37091,Hertford County,0.99
36057,Montgomery County,1.17
48227,Howard County,0.95
39025,Clermont County,0.99
48501,Yoakum County,0.95
20049,Elk County,0.99
39121,Noble County,0.99
39137,Putnam County,0.99
48425,Somervell County,0.95
42075,Lebanon County,1.085
32027,Pershing County,1.1
48261,Kenedy County,0.95
48033,Borden County,0.95
48411,San Saba County,0.95
40073,Kingfisher County,0.97
48247,Jim Hogg County,0.95
8017,Cheyenne County,0.98
5113,Polk County,1.0
13193,Macon County,1.02
18007,Benton County,1.01
24047,Worcester County,1.02
18069,Huntington County,1.01
21209,Scott County,1.01
19053,Decatur County,1.005
18169,Wabash County,1.01
18003,Allen County,1.01
18099,Marshall County,1.01
31171,Thomas County,0.99
42077,Lehigh County,1.085
31159,Seward County,0.99
36015,Chemung County,1.17
36121,Wyoming County,1.17
42095,Northampton County,1.085
1103,Morgan County,0.99
21027,Breckinridge County,1.01
31113,Logan County,0.99
31161,Sheridan County,0.99
56025,Natrona County,0.99
13321,Worth County,1.02
18109,Morgan County,1.01
48139,Ellis County,0.95
60010,Eastern District,
18053,Grant County,1.01
17073,Henry County,1.18
55087,Outagamie County,1.03
29107,Lafayette County,1.065
37195,Wilson County,0.99
39117,Morrow County,0.99
5033,Crawford County,1.0
48053,Burnet County,0.95
48179,Gray County,0.95
17109,McDonough County,1.18
19137,Montgomery County,1.005
48229,Hudspeth County,0.95
28101,Newton County,0.97
37163,Sampson County,0.99
47127,Moore County,1.02
12103,Pinellas County,0.975
20023,Cheyenne County,0.99
19185,Wayne County,1.005
48165,Gaines County,0.95
1093,Marion County,0.99
37189,Watauga County,0.99
51770,Roanoke city,1.0
48317,Martin County,0.95
29127,Marion County,1.065
36045,Jefferson County,1.17
18097,Marion County,1.01
5115,Pope County,1.0
51175,Southampton County,1.0
36087,Rockland County,1.17
5089,Marion County,1.0
8041,El Paso County,0.98
48475,Ward County,0.95
8061,Kiowa County,0.98
48487,Wilbarger County,0.95
8119,Teller County,0.98
29049,Clinton County,1.065
37127,Nash County,0.99
51199,York County,1.0
16047,Gooding County,1.02
29171,Putnam County,1.065
55043,Grant County,1.03
38059,Morton County,1.01
37041,Chowan County,0.99
37021,Buncombe County,0.99
51730,Petersburg city,1.0
13175,Laurens County,1.02
5007,Benton County,1.0
12083,Marion County,0.975
34041,Warren County,1.15
36021,Columbia County,1.17
51690,Martinsville city,1.0
29165,Platte County,1.065
29021,Buchanan County,1.065
1083,Limestone County,0.99
18065,Henry County,1.01
31143,Polk County,0.99
39123,Ottawa County,0.99
27107,Norman County,1.05
27053,Hennepin County,1.05
42027,Centre County,1.085
48025,Bee County,0.95
19171,Tama County,1.005
20175,Seward County,0.99
19135,Monroe County,1.005
17021,Christian County,1.18
13275,Thomas County,1.02
21005,Anderson County,1.01
21185,Oldham County,1.01
13057,Cherokee County,1.02
38065,Oliver County,1.01
26133,Osceola County,1.0350000000000001
53001,Adams County,1.08
29057,Dade County,1.065
50007,Chittenden County,1.08
27079,Le Sueur County,1.05
53017,Douglas County,1.08
36009,Cattaraugus County,1.17
55027,Dodge County,1.03
19105,Jones County,1.005
20007,Barber County,0.99
46031,Corson County,0.99
46053,Gregory County,0.99
37181,Vance County,0.99
45011,Barnwell County,1.02
18009,Blackford County,1.01
1055,Etowah County,0.99
16025,Camas County,1.02
20155,Reno County,0.99
40001,Adair County,0.97
39085,Lake County,0.99
51775,Salem city,1.0
51121,Montgomery County,1.0
29011,Barton County,1.065
48077,Clay County,0.95
51095,James City County,1.0
31101,Keith County,0.99
31137,Phelps County,0.99
42073,Lawrence County,1.085
39067,Harrison County,0.99
37003,Alexander County,0.99
33005,Cheshire County,1.04
51101,King William County,1.0
8055,Huerfano County,0.98
48255,Karnes County,0.95
48003,Andrews County,0.95
39109,Miami County,0.99
31169,Thayer County,0.99
19079,Hamilton County,1.005
39165,Warren County,0.99
13255,Spalding County,1.02
34019,Hunterdon County,1.15
29217,Vernon County,1.065
18121,Parke County,1.01
19069,Franklin County,1.005
13035,Butts County,1.02
8039,Elbert County,0.98
30083,Richland County,0.99
48147,Fannin County,0.95
20043,Doniphan County,0.99
48265,Kerr County,0.95
28017,Chickasaw County,0.97
29025,Caldwell County,1.065
18025,Crawford County,1.01
29111,Lewis County,1.065
31075,Grant County,0.99
19147,Palo Alto County,1.005
19159,Ringgold County,1.005
37151,Randolph County,0.99
24015,Cecil County,1.02
18171,Warren County,1.01
31077,Greeley County,0.99
31095,Jefferson County,0.99
31151,Saline County,0.99
21119,Knott County,1.01
19045,Clinton County,1.005
27063,Jackson County,1.05
27039,Dodge County,1.05
27047,Freeborn County,1.05
6009,Calaveras County,1.16
25001,Barnstable County,1.15
51119,Middlesex County,1.0
42065,Jefferson County,1.085
30021,Dawson County,0.99
54091,Taylor County,1.01
26111,Midland County,1.0350000000000001
51630,Fredericksburg city,1.0
46007,Bennett County,0.99
23019,Penobscot County,1.02
24041,Talbot County,1.02
13257,Stephens County,1.02
28007,Attala County,0.97
19169,Story County,1.005
20011,Bourbon County,0.99
42031,Clarion County,1.085
18031,Decatur County,1.01
18037,Dubois County,1.01
51057,Essex County,1.0
19195,Worth County,1.005
40063,Hughes County,0.97
51027,Buchanan County,1.0
51005,Alleghany County,1.0
18143,Scott County,1.01
8099,Prowers County,0.98
48435,Sutton County,0.95
40101,Muskogee County,0.97
19005,Allamakee County,1.005
8071,Las Animas County,0.98
48299,Llano County,0.95
48319,Mason County,0.95
37043,Clay County,0.99
36071,Orange County,1.17
36093,Schenectady County,1.17
54059,Mingo County,1.01
51065,Fluvanna County,1.0
17097,Lake County,1.18
13195,Madison County,1.02
8063,Kit Carson County,0.98
36013,Chautauqua County,1.17
13067,Cobb County,1.02
26041,Delta County,1.0350000000000001
13207,Monroe County,1.02
48483,Wheeler County,0.95
13117,Forsyth County,1.02
48409,San Patricio County,0.95
28147,Walthall County,0.97
29137,Monroe County,1.065
26073,Isabella County,1.0350000000000001
48341,Moore County,0.95
45017,Calhoun County,1.02
29095,Jackson County,1.065
26149,St. Joseph County,1.0350000000000001
30033,Garfield County,0.99
31001,Adams County,0.99
27109,Olmsted County,1.05
34039,Union County,1.15
1097,Mobile County,0.99
46087,McCook County,0.99
1057,Fayette County,0.99
1017,Chambers County,0.99
37131,Northampton County,0.99
21087,Green County,1.01
18047,Franklin County,1.01
37159,Rowan County,0.99
27067,Kandiyohi County,1.05
21237,Wolfe County,1.01
48149,Fayette County,0.95
46081,Lawrence County,0.99
23029,Washington County,1.02
48045,Briscoe County,0.95
26131,Ontonagon County,1.0350000000000001
28015,Carroll County,0.97
38033,Golden Valley County,1.01
56027,Niobrara County,0.99
27117,Pipestone County,1.05
51099,King George County,1.0
27129,Renville County,1.05
54097,Upshur County,1.01
29215,Texas County,1.065
19047,Crawford County,1.005
16005,Bannock County,1.02
39055,Geauga County,0.99
36117,Wayne County,1.17
42045,Delaware County,1.085
36063,Niagara County,1.17
20117,Marshall County,0.99
48505,Zapata County,0.95
13177,Lee County,1.02
21019,Boyd County,1.01
27019,Carver County,1.05
17083,Jersey County,1.18
51085,Hanover County,1.0
20199,Wallace County,0.99
26003,Alger County,1.0350000000000001
48215,Hidalgo County,0.95
26123,Newaygo County,1.0350000000000001
41049,Morrow County,1.09
27153,Todd County,1.05
5083,Logan County,1.0
37109,Lincoln County,0.99
13045,Carroll County,1.02
48413,Schleicher County,0.95
51167,Russell County,1.0
37027,Caldwell County,0.99
16065,Madison County,1.02
21001,Adair County,1.01
21077,Gallatin County,1.01
21097,Harrison County,1.01
22079,Rapides Parish,1.02
31111,Lincoln County,0.99
48067,Cass County,0.95
51840,Winchester city,1.0
37061,Duplin County,0.99
27037,Dakota County,1.05
55001,Adams County,1.03
38099,Walsh County,1.01
39115,Morgan County,0.99
39133,Portage County,0.99
56041,Uinta County,0.99
13307,Webster County,1.02
13135,Gwinnett County,1.02
55095,Polk County,1.03
55045,Green County,1.03
36079,Putnam County,1.17
8011,Bent County,0.98
30089,Sanders County,0.99
48173,Glasscock County,0.95
5047,Franklin County,1.0
30037,Golden Valley County,0.99
37101,Johnston County,0.99
